population_size,sex,age,ethnicity,region,constituency_id
62,0,14,2,6,398
36,0,15,2,6,398
15,0,16,2,6,398
1987,1,0,2,6,398
212,1,1,2,6,398
90,1,2,2,6,398
381,1,3,2,6,398
840,1,4,2,6,398
1144,1,5,2,6,398
891,1,6,2,6,398
671,1,7,2,6,398
464,1,8,2,6,398
441,1,9,2,6,398
352,1,10,2,6,398
225,1,11,2,6,398
115,1,12,2,6,398
129,1,13,2,6,398
63,1,14,2,6,398
31,1,15,2,6,398
16,1,16,2,6,398
2043,0,0,3,6,398
196,0,1,3,6,398
146,0,2,3,6,398
260,0,3,3,6,398
333,0,4,3,6,398
571,0,5,3,6,398
553,0,6,3,6,398
647,0,7,3,6,398
462,0,8,3,6,398
264,0,9,3,6,398
151,0,10,3,6,398
62,0,11,3,6,398
40,0,12,3,6,398
49,0,13,3,6,398
20,0,14,3,6,398
14,0,15,3,6,398
9,0,16,3,6,398
2130,1,0,3,6,398
175,1,1,3,6,398
104,1,2,3,6,398
277,1,3,3,6,398
479,1,4,3,6,398
690,1,5,3,6,398
676,1,6,3,6,398
584,1,7,3,6,398
431,1,8,3,6,398
257,1,9,3,6,398
147,1,10,3,6,398
80,1,11,3,6,398
61,1,12,3,6,398
43,1,13,3,6,398
20,1,14,3,6,398
14,1,15,3,6,398
3,1,16,3,6,398
153,0,0,4,6,398
12,0,1,4,6,398
11,0,2,4,6,398
24,0,3,4,6,398
42,0,4,4,6,398
64,0,5,4,6,398
111,0,6,4,6,398
48,0,7,4,6,398
51,0,8,4,6,398
39,0,9,4,6,398
27,0,10,4,6,398
19,0,11,4,6,398
5,0,12,4,6,398
13,0,13,4,6,398
3,0,14,4,6,398
3,0,15,4,6,398
0,0,16,4,6,398
164,1,0,4,6,398
18,1,1,4,6,398
8,1,2,4,6,398
28,1,3,4,6,398
42,1,4,4,6,398
53,1,5,4,6,398
74,1,6,4,6,398
50,1,7,4,6,398
39,1,8,4,6,398
25,1,9,4,6,398
13,1,10,4,6,398
14,1,11,4,6,398
10,1,12,4,6,398
9,1,13,4,6,398
5,1,14,4,6,398
0,1,15,4,6,398
4,1,16,4,6,398
4727,0,0,0,3,399
614,0,1,0,3,399
615,0,2,0,3,399
1760,0,3,0,3,399
2911,0,4,0,3,399
3009,0,5,0,3,399
2395,0,6,0,3,399
2193,0,7,0,3,399
1961,0,8,0,3,399
1704,0,9,0,3,399
1429,0,10,0,3,399
1473,0,11,0,3,399
986,0,12,0,3,399
848,0,13,0,3,399
698,0,14,0,3,399
543,0,15,0,3,399
438,0,16,0,3,399
4425,1,0,0,3,399
582,1,1,0,3,399
549,1,2,0,3,399
1985,1,3,0,3,399
2973,1,4,0,3,399
2877,1,5,0,3,399
2210,1,6,0,3,399
2110,1,7,0,3,399
2017,1,8,0,3,399
1759,1,9,0,3,399
1429,1,10,0,3,399
1506,1,11,0,3,399
1088,1,12,0,3,399
978,1,13,0,3,399
967,1,14,0,3,399
841,1,15,0,3,399
846,1,16,0,3,399
1155,0,0,1,3,399
142,0,1,1,3,399
112,0,2,1,3,399
261,0,3,1,3,399
266,0,4,1,3,399
171,0,5,1,3,399
118,0,6,1,3,399
133,0,7,1,3,399
143,0,8,1,3,399
68,0,9,1,3,399
40,0,10,1,3,399
24,0,11,1,3,399
28,0,12,1,3,399
20,0,13,1,3,399
17,0,14,1,3,399
10,0,15,1,3,399
8,0,16,1,3,399
1156,1,0,1,3,399
119,1,1,1,3,399
90,1,2,1,3,399
226,1,3,1,3,399
228,1,4,1,3,399
218,1,5,1,3,399
166,1,6,1,3,399
174,1,7,1,3,399
146,1,8,1,3,399
69,1,9,1,3,399
54,1,10,1,3,399
40,1,11,1,3,399
34,1,12,1,3,399
26,1,13,1,3,399
22,1,14,1,3,399
22,1,15,1,3,399
13,1,16,1,3,399
2807,0,0,2,3,399
328,0,1,2,3,399
364,0,2,2,3,399
1057,0,3,2,3,399
1252,0,4,2,3,399
1358,0,5,2,3,399
1128,0,6,2,3,399
923,0,7,2,3,399
783,0,8,2,3,399
651,0,9,2,3,399
502,0,10,2,3,399
338,0,11,2,3,399
244,0,12,2,3,399
233,0,13,2,3,399
131,0,14,2,3,399
57,0,15,2,3,399
29,0,16,2,3,399
2661,1,0,2,3,399
275,1,1,2,3,399
277,1,2,2,3,399
807,1,3,2,3,399
1116,1,4,2,3,399
1235,1,5,2,3,399
972,1,6,2,3,399
911,1,7,2,3,399
736,1,8,2,3,399
561,1,9,2,3,399
505,1,10,2,3,399
395,1,11,2,3,399
279,1,12,2,3,399
205,1,13,2,3,399
110,1,14,2,3,399
63,1,15,2,3,399
44,1,16,2,3,399
2307,0,0,3,3,399
340,0,1,3,3,399
285,0,2,3,3,399
624,0,3,3,3,399
590,0,4,3,3,399
567,0,5,3,3,399
524,0,6,3,3,399
670,0,7,3,3,399
711,0,8,3,3,399
582,0,9,3,3,399
347,0,10,3,3,399
194,0,11,3,3,399
190,0,12,3,3,399
228,0,13,3,3,399
170,0,14,3,3,399
70,0,15,3,3,399
27,0,16,3,3,399
2303,1,0,3,3,399
338,1,1,3,3,399
279,1,2,3,3,399
647,1,3,3,3,399
630,1,4,3,3,399
694,1,5,3,3,399
740,1,6,3,3,399
935,1,7,3,3,399
974,1,8,3,3,399
721,1,9,3,3,399
449,1,10,3,3,399
308,1,11,3,3,399
297,1,12,3,3,399
249,1,13,3,3,399
167,1,14,3,3,399
87,1,15,3,3,399
32,1,16,3,3,399
240,0,0,4,3,399
32,0,1,4,3,399
21,0,2,4,3,399
100,0,3,4,3,399
133,0,4,4,3,399
120,0,5,4,3,399
120,0,6,4,3,399
106,0,7,4,3,399
100,0,8,4,3,399
48,0,9,4,3,399
52,0,10,4,3,399
30,0,11,4,3,399
30,0,12,4,3,399
10,0,13,4,3,399
9,0,14,4,3,399
5,0,15,4,3,399
1,0,16,4,3,399
217,1,0,4,3,399
37,1,1,4,3,399
26,1,2,4,3,399
92,1,3,4,3,399
109,1,4,4,3,399
106,1,5,4,3,399
118,1,6,4,3,399
89,1,7,4,3,399
79,1,8,4,3,399
41,1,9,4,3,399
40,1,10,4,3,399
44,1,11,4,3,399
17,1,12,4,3,399
7,1,13,4,3,399
10,1,14,4,3,399
5,1,15,4,3,399
5,1,16,4,3,399
8577,0,0,0,6,400
1234,0,1,0,6,400
896,0,2,0,6,400
1887,0,3,0,6,400
1877,0,4,0,6,400
2057,0,5,0,6,400
2584,0,6,0,6,400
3354,0,7,0,6,400
3920,0,8,0,6,400
3486,0,9,0,6,400
2976,0,10,0,6,400
3335,0,11,0,6,400
2748,0,12,0,6,400
2064,0,13,0,6,400
1773,0,14,0,6,400
1327,0,15,0,6,400
965,0,16,0,6,400
8207,1,0,0,6,400
1150,1,1,0,6,400
792,1,2,0,6,400
1842,1,3,0,6,400
1828,1,4,0,6,400
2287,1,5,0,6,400
2876,1,6,0,6,400
3566,1,7,0,6,400
3964,1,8,0,6,400
3477,1,9,0,6,400
3068,1,10,0,6,400
3444,1,11,0,6,400
2842,1,12,0,6,400
2333,1,13,0,6,400
2057,1,14,0,6,400
1592,1,15,0,6,400
1917,1,16,0,6,400
335,0,0,1,6,400
29,0,1,1,6,400
30,0,2,1,6,400
41,0,3,1,6,400
40,0,4,1,6,400
32,0,5,1,6,400
21,0,6,1,6,400
29,0,7,1,6,400
30,0,8,1,6,400
19,0,9,1,6,400
16,0,10,1,6,400
15,0,11,1,6,400
12,0,12,1,6,400
9,0,13,1,6,400
5,0,14,1,6,400
4,0,15,1,6,400
1,0,16,1,6,400
328,1,0,1,6,400
42,1,1,1,6,400
21,1,2,1,6,400
35,1,3,1,6,400
42,1,4,1,6,400
28,1,5,1,6,400
43,1,6,1,6,400
35,1,7,1,6,400
39,1,8,1,6,400
18,1,9,1,6,400
18,1,10,1,6,400
9,1,11,1,6,400
12,1,12,1,6,400
6,1,13,1,6,400
8,1,14,1,6,400
4,1,15,1,6,400
2,1,16,1,6,400
203,0,0,2,6,400
19,0,1,2,6,400
24,0,2,2,6,400
77,0,3,2,6,400
106,0,4,2,6,400
114,0,5,2,6,400
107,0,6,2,6,400
108,0,7,2,6,400
53,0,8,2,6,400
70,0,9,2,6,400
45,0,10,2,6,400
22,0,11,2,6,400
24,0,12,2,6,400
25,0,13,2,6,400
15,0,14,2,6,400
2,0,15,2,6,400
2,0,16,2,6,400
187,1,0,2,6,400
51,1,1,2,6,400
42,1,2,2,6,400
65,1,3,2,6,400
106,1,4,2,6,400
146,1,5,2,6,400
136,1,6,2,6,400
106,1,7,2,6,400
66,1,8,2,6,400
82,1,9,2,6,400
56,1,10,2,6,400
45,1,11,2,6,400
20,1,12,2,6,400
13,1,13,2,6,400
11,1,14,2,6,400
4,1,15,2,6,400
6,1,16,2,6,400
26,0,0,3,6,400
6,0,1,3,6,400
1,0,2,3,6,400
9,0,3,3,6,400
15,0,4,3,6,400
15,0,5,3,6,400
24,0,6,3,6,400
34,0,7,3,6,400
25,0,8,3,6,400
15,0,9,3,6,400
12,0,10,3,6,400
4,0,11,3,6,400
4,0,12,3,6,400
0,0,13,3,6,400
3,0,14,3,6,400
2,0,15,3,6,400
0,0,16,3,6,400
23,1,0,3,6,400
4,1,1,3,6,400
2,1,2,3,6,400
8,1,3,3,6,400
24,1,4,3,6,400
24,1,5,3,6,400
30,1,6,3,6,400
36,1,7,3,6,400
22,1,8,3,6,400
24,1,9,3,6,400
13,1,10,3,6,400
9,1,11,3,6,400
3,1,12,3,6,400
3,1,13,3,6,400
3,1,14,3,6,400
3,1,15,3,6,400
0,1,16,3,6,400
49,0,0,4,6,400
3,0,1,4,6,400
10,0,2,4,6,400
7,0,3,4,6,400
14,0,4,4,6,400
21,0,5,4,6,400
20,0,6,4,6,400
23,0,7,4,6,400
22,0,8,4,6,400
19,0,9,4,6,400
8,0,10,4,6,400
13,0,11,4,6,400
2,0,12,4,6,400
8,0,13,4,6,400
2,0,14,4,6,400
0,0,15,4,6,400
0,0,16,4,6,400
45,1,0,4,6,400
3,1,1,4,6,400
11,1,2,4,6,400
9,1,3,4,6,400
16,1,4,4,6,400
17,1,5,4,6,400
16,1,6,4,6,400
19,1,7,4,6,400
20,1,8,4,6,400
11,1,9,4,6,400
8,1,10,4,6,400
5,1,11,4,6,400
8,1,12,4,6,400
2,1,13,4,6,400
3,1,14,4,6,400
2,1,15,4,6,400
1,1,16,4,6,400
7753,0,0,0,5,404
1042,0,1,0,5,404
968,0,2,0,5,404
2141,0,3,0,5,404
2092,0,4,0,5,404
2087,0,5,0,5,404
2306,0,6,0,5,404
2938,0,7,0,5,404
3083,0,8,0,5,404
2774,0,9,0,5,404
2628,0,10,0,5,404
3039,0,11,0,5,404
2598,0,12,0,5,404
2113,0,13,0,5,404
1570,0,14,0,5,404
1108,0,15,0,5,404
777,0,16,0,5,404
7308,1,0,0,5,404
1070,1,1,0,5,404
947,1,2,0,5,404
2214,1,3,0,5,404
2311,1,4,0,5,404
2259,1,5,0,5,404
2481,1,6,0,5,404
3136,1,7,0,5,404
3211,1,8,0,5,404
3032,1,9,0,5,404
2739,1,10,0,5,404
3112,1,11,0,5,404
2658,1,12,0,5,404
2278,1,13,0,5,404
1971,1,14,0,5,404
1597,1,15,0,5,404
1788,1,16,0,5,404
155,0,0,1,5,404
16,0,1,1,5,404
12,0,2,1,5,404
19,0,3,1,5,404
10,0,4,1,5,404
21,0,5,1,5,404
28,0,6,1,5,404
21,0,7,1,5,404
20,0,8,1,5,404
10,0,9,1,5,404
6,0,10,1,5,404
8,0,11,1,5,404
5,0,12,1,5,404
4,0,13,1,5,404
2,0,14,1,5,404
2,0,15,1,5,404
3,0,16,1,5,404
154,1,0,1,5,404
15,1,1,1,5,404
18,1,2,1,5,404
24,1,3,1,5,404
23,1,4,1,5,404
23,1,5,1,5,404
12,1,6,1,5,404
11,1,7,1,5,404
17,1,8,1,5,404
16,1,9,1,5,404
6,1,10,1,5,404
8,1,11,1,5,404
7,1,12,1,5,404
1,1,13,1,5,404
5,1,14,1,5,404
2,1,15,1,5,404
3,1,16,1,5,404
66,0,0,2,5,404
8,0,1,2,5,404
15,0,2,2,5,404
29,0,3,2,5,404
30,0,4,2,5,404
39,0,5,2,5,404
29,0,6,2,5,404
30,0,7,2,5,404
22,0,8,2,5,404
20,0,9,2,5,404
20,0,10,2,5,404
6,0,11,2,5,404
2,0,12,2,5,404
1,0,13,2,5,404
3,0,14,2,5,404
2,0,15,2,5,404
0,0,16,2,5,404
90,1,0,2,5,404
9,1,1,2,5,404
11,1,2,2,5,404
30,1,3,2,5,404
42,1,4,2,5,404
41,1,5,2,5,404
49,1,6,2,5,404
45,1,7,2,5,404
35,1,8,2,5,404
26,1,9,2,5,404
18,1,10,2,5,404
5,1,11,2,5,404
4,1,12,2,5,404
4,1,13,2,5,404
1,1,14,2,5,404
2,1,15,2,5,404
1,1,16,2,5,404
16,0,0,3,5,404
6,0,1,3,5,404
8,0,2,3,5,404
11,0,3,3,5,404
6,0,4,3,5,404
18,0,5,3,5,404
7,0,6,3,5,404
13,0,7,3,5,404
8,0,8,3,5,404
15,0,9,3,5,404
4,0,10,3,5,404
5,0,11,3,5,404
2,0,12,3,5,404
0,0,13,3,5,404
0,0,14,3,5,404
0,0,15,3,5,404
1,0,16,3,5,404
16,1,0,3,5,404
4,1,1,3,5,404
2,1,2,3,5,404
5,1,3,3,5,404
8,1,4,3,5,404
5,1,5,3,5,404
15,1,6,3,5,404
9,1,7,3,5,404
20,1,8,3,5,404
13,1,9,3,5,404
7,1,10,3,5,404
6,1,11,3,5,404
4,1,12,3,5,404
6,1,13,3,5,404
0,1,14,3,5,404
0,1,15,3,5,404
0,1,16,3,5,404
13,0,0,4,5,404
1,0,1,4,5,404
1,0,2,4,5,404
1,0,3,4,5,404
3,0,4,4,5,404
11,0,5,4,5,404
6,0,6,4,5,404
4,0,7,4,5,404
6,0,8,4,5,404
4,0,9,4,5,404
4,0,10,4,5,404
1,0,11,4,5,404
1,0,12,4,5,404
0,0,13,4,5,404
0,0,14,4,5,404
0,0,15,4,5,404
0,0,16,4,5,404
8,1,0,4,5,404
1,1,1,4,5,404
1,1,2,4,5,404
2,1,3,4,5,404
6,1,4,4,5,404
6,1,5,4,5,404
3,1,6,4,5,404
4,1,7,4,5,404
8,1,8,4,5,404
4,1,9,4,5,404
2,1,10,4,5,404
0,1,11,4,5,404
2,1,12,4,5,404
0,1,13,4,5,404
0,1,14,4,5,404
0,1,15,4,5,404
0,1,16,4,5,404
7994,0,0,0,10,405
1058,0,1,0,10,405
918,0,2,0,10,405
2297,0,3,0,10,405
2741,0,4,0,10,405
2792,0,5,0,10,405
3037,0,6,0,10,405
3565,0,7,0,10,405
3498,0,8,0,10,405
3120,0,9,0,10,405
2575,0,10,0,10,405
2776,0,11,0,10,405
2061,0,12,0,10,405
1571,0,13,0,10,405
1165,0,14,0,10,405
769,0,15,0,10,405
502,0,16,0,10,405
7557,1,0,0,10,405
1020,1,1,0,10,405
894,1,2,0,10,405
2359,1,3,0,10,405
2985,1,4,0,10,405
2922,1,5,0,10,405
3150,1,6,0,10,405
3600,1,7,0,10,405
3567,1,8,0,10,405
3124,1,9,0,10,405
2620,1,10,0,10,405
2936,1,11,0,10,405
2235,1,12,0,10,405
1815,1,13,0,10,405
1502,1,14,0,10,405
1149,1,15,0,10,405
1164,1,16,0,10,405
288,0,0,1,10,405
20,0,1,1,10,405
20,0,2,1,10,405
35,0,3,1,10,405
28,0,4,1,10,405
29,0,5,1,10,405
29,0,6,1,10,405
41,0,7,1,10,405
27,0,8,1,10,405
14,0,9,1,10,405
11,0,10,1,10,405
3,0,11,1,10,405
2,0,12,1,10,405
4,0,13,1,10,405
2,0,14,1,10,405
2,0,15,1,10,405
1,0,16,1,10,405
278,1,0,1,10,405
23,1,1,1,10,405
21,1,2,1,10,405
56,1,3,1,10,405
63,1,4,1,10,405
38,1,5,1,10,405
36,1,6,1,10,405
20,1,7,1,10,405
26,1,8,1,10,405
9,1,9,1,10,405
9,1,10,1,10,405
2,1,11,1,10,405
2,1,12,1,10,405
2,1,13,1,10,405
2,1,14,1,10,405
0,1,15,1,10,405
1,1,16,1,10,405
235,0,0,2,10,405
32,0,1,2,10,405
21,0,2,2,10,405
59,0,3,2,10,405
109,0,4,2,10,405
150,0,5,2,10,405
132,0,6,2,10,405
90,0,7,2,10,405
70,0,8,2,10,405
50,0,9,2,10,405
54,0,10,2,10,405
40,0,11,2,10,405
15,0,12,2,10,405
21,0,13,2,10,405
4,0,14,2,10,405
1,0,15,2,10,405
2,0,16,2,10,405
236,1,0,2,10,405
22,1,1,2,10,405
22,1,2,2,10,405
48,1,3,2,10,405
145,1,4,2,10,405
164,1,5,2,10,405
119,1,6,2,10,405
86,1,7,2,10,405
66,1,8,2,10,405
51,1,9,2,10,405
64,1,10,2,10,405
36,1,11,2,10,405
22,1,12,2,10,405
9,1,13,2,10,405
7,1,14,2,10,405
4,1,15,2,10,405
8,1,16,2,10,405
59,0,0,3,10,405
11,0,1,3,10,405
8,0,2,3,10,405
11,0,3,3,10,405
27,0,4,3,10,405
28,0,5,3,10,405
41,0,6,3,10,405
28,0,7,3,10,405
35,0,8,3,10,405
31,0,9,3,10,405
10,0,10,3,10,405
8,0,11,3,10,405
9,0,12,3,10,405
1,0,13,3,10,405
4,0,14,3,10,405
3,0,15,3,10,405
0,0,16,3,10,405
75,1,0,3,10,405
6,1,1,3,10,405
3,1,2,3,10,405
11,1,3,3,10,405
23,1,4,3,10,405
33,1,5,3,10,405
32,1,6,3,10,405
33,1,7,3,10,405
29,1,8,3,10,405
17,1,9,3,10,405
7,1,10,3,10,405
3,1,11,3,10,405
2,1,12,3,10,405
5,1,13,3,10,405
3,1,14,3,10,405
4,1,15,3,10,405
3,1,16,3,10,405
29,0,0,4,10,405
6,0,1,4,10,405
2,0,2,4,10,405
8,0,3,4,10,405
7,0,4,4,10,405
18,0,5,4,10,405
16,0,6,4,10,405
16,0,7,4,10,405
12,0,8,4,10,405
9,0,9,4,10,405
9,0,10,4,10,405
9,0,11,4,10,405
5,0,12,4,10,405
0,0,13,4,10,405
0,0,14,4,10,405
2,0,15,4,10,405
0,0,16,4,10,405
28,1,0,4,10,405
0,1,1,4,10,405
0,1,2,4,10,405
5,1,3,4,10,405
16,1,4,4,10,405
15,1,5,4,10,405
11,1,6,4,10,405
4,1,7,4,10,405
7,1,8,4,10,405
3,1,9,4,10,405
5,1,10,4,10,405
5,1,11,4,10,405
0,1,12,4,10,405
3,1,13,4,10,405
1,1,14,4,10,405
2,1,15,4,10,405
1,1,16,4,10,405
7624,0,0,0,6,409
1059,0,1,0,6,409
936,0,2,0,6,409
2249,0,3,0,6,409
2072,0,4,0,6,409
2046,0,5,0,6,409
2398,0,6,0,6,409
2974,0,7,0,6,409
3273,0,8,0,6,409
3074,0,9,0,6,409
2857,0,10,0,6,409
3133,0,11,0,6,409
2507,0,12,0,6,409
1984,0,13,0,6,409
1684,0,14,0,6,409
1234,0,15,0,6,409
938,0,16,0,6,409
7183,1,0,0,6,409
974,1,1,0,6,409
945,1,2,0,6,409
2157,1,3,0,6,409
2049,1,4,0,6,409
2194,1,5,0,6,409
2709,1,6,0,6,409
3117,1,7,0,6,409
3515,1,8,0,6,409
3087,1,9,0,6,409
2984,1,10,0,6,409
3318,1,11,0,6,409
2646,1,12,0,6,409
2201,1,13,0,6,409
1916,1,14,0,6,409
1548,1,15,0,6,409
1698,1,16,0,6,409
223,0,0,1,6,409
14,0,1,1,6,409
14,0,2,1,6,409
30,0,3,1,6,409
27,0,4,1,6,409
32,0,5,1,6,409
20,0,6,1,6,409
20,0,7,1,6,409
16,0,8,1,6,409
9,0,9,1,6,409
5,0,10,1,6,409
6,0,11,1,6,409
5,0,12,1,6,409
4,0,13,1,6,409
5,0,14,1,6,409
0,0,15,1,6,409
3,0,16,1,6,409
154,1,0,1,6,409
23,1,1,1,6,409
19,1,2,1,6,409
28,1,3,1,6,409
35,1,4,1,6,409
23,1,5,1,6,409
19,1,6,1,6,409
27,1,7,1,6,409
29,1,8,1,6,409
18,1,9,1,6,409
11,1,10,1,6,409
8,1,11,1,6,409
15,1,12,1,6,409
8,1,13,1,6,409
3,1,14,1,6,409
3,1,15,1,6,409
0,1,16,1,6,409
58,0,0,2,6,409
7,0,1,2,6,409
15,0,2,2,6,409
39,0,3,2,6,409
30,0,4,2,6,409
45,0,5,2,6,409
32,0,6,2,6,409
38,0,7,2,6,409
23,0,8,2,6,409
22,0,9,2,6,409
22,0,10,2,6,409
15,0,11,2,6,409
5,0,12,2,6,409
6,0,13,2,6,409
4,0,14,2,6,409
4,0,15,2,6,409
0,0,16,2,6,409
74,1,0,2,6,409
12,1,1,2,6,409
4,1,2,2,6,409
30,1,3,2,6,409
46,1,4,2,6,409
61,1,5,2,6,409
44,1,6,2,6,409
52,1,7,2,6,409
35,1,8,2,6,409
35,1,9,2,6,409
24,1,10,2,6,409
20,1,11,2,6,409
17,1,12,2,6,409
10,1,13,2,6,409
4,1,14,2,6,409
3,1,15,2,6,409
2,1,16,2,6,409
62,0,0,3,6,409
3,0,1,3,6,409
3,0,2,3,6,409
6,0,3,3,6,409
34,0,4,3,6,409
50,0,5,3,6,409
24,0,6,3,6,409
9,0,7,3,6,409
17,0,8,3,6,409
11,0,9,3,6,409
7,0,10,3,6,409
7,0,11,3,6,409
1,0,12,3,6,409
3,0,13,3,6,409
1,0,14,3,6,409
1,0,15,3,6,409
0,0,16,3,6,409
53,1,0,3,6,409
3,1,1,3,6,409
1,1,2,3,6,409
11,1,3,3,6,409
35,1,4,3,6,409
33,1,5,3,6,409
24,1,6,3,6,409
11,1,7,3,6,409
13,1,8,3,6,409
5,1,9,3,6,409
6,1,10,3,6,409
3,1,11,3,6,409
3,1,12,3,6,409
3,1,13,3,6,409
0,1,14,3,6,409
0,1,15,3,6,409
1,1,16,3,6,409
40,0,0,4,6,409
0,0,1,4,6,409
0,0,2,4,6,409
1,0,3,4,6,409
8,0,4,4,6,409
17,0,5,4,6,409
30,0,6,4,6,409
5,0,7,4,6,409
5,0,8,4,6,409
8,0,9,4,6,409
5,0,10,4,6,409
3,0,11,4,6,409
7,0,12,4,6,409
4,0,13,4,6,409
0,0,14,4,6,409
1,0,15,4,6,409
5,0,16,4,6,409
17,1,0,4,6,409
5,1,1,4,6,409
0,1,2,4,6,409
4,1,3,4,6,409
10,1,4,4,6,409
15,1,5,4,6,409
12,1,6,4,6,409
13,1,7,4,6,409
1,1,8,4,6,409
4,1,9,4,6,409
2,1,10,4,6,409
6,1,11,4,6,409
0,1,12,4,6,409
4,1,13,4,6,409
7,1,14,4,6,409
2,1,15,4,6,409
3,1,16,4,6,409
6623,0,0,0,6,410
922,0,1,0,6,410
793,0,2,0,6,410
1863,0,3,0,6,410
1503,0,4,0,6,410
1500,0,5,0,6,410
1926,0,6,0,6,410
2479,0,7,0,6,410
2976,0,8,0,6,410
2776,0,9,0,6,410
2750,0,10,0,6,410
3424,0,11,0,6,410
3116,0,12,0,6,410
2554,0,13,0,6,410
2202,0,14,0,6,410
1712,0,15,0,6,410
1569,0,16,0,6,410
6241,1,0,0,6,410
902,1,1,0,6,410
768,1,2,0,6,410
1640,1,3,0,6,410
1581,1,4,0,6,410
1651,1,5,0,6,410
2239,1,6,0,6,410
2806,1,7,0,6,410
3183,1,8,0,6,410
2933,1,9,0,6,410
3015,1,10,0,6,410
3871,1,11,0,6,410
3363,1,12,0,6,410
2874,1,13,0,6,410
2577,1,14,0,6,410
2440,1,15,0,6,410
3105,1,16,0,6,410
192,0,0,1,6,410
20,0,1,1,6,410
17,0,2,1,6,410
15,0,3,1,6,410
14,0,4,1,6,410
31,0,5,1,6,410
16,0,6,1,6,410
13,0,7,1,6,410
14,0,8,1,6,410
18,0,9,1,6,410
6,0,10,1,6,410
6,0,11,1,6,410
10,0,12,1,6,410
3,0,13,1,6,410
6,0,14,1,6,410
1,0,15,1,6,410
1,0,16,1,6,410
152,1,0,1,6,410
15,1,1,1,6,410
19,1,2,1,6,410
29,1,3,1,6,410
19,1,4,1,6,410
17,1,5,1,6,410
28,1,6,1,6,410
16,1,7,1,6,410
15,1,8,1,6,410
18,1,9,1,6,410
7,1,10,1,6,410
19,1,11,1,6,410
11,1,12,1,6,410
7,1,13,1,6,410
7,1,14,1,6,410
1,1,15,1,6,410
1,1,16,1,6,410
76,0,0,2,6,410
9,0,1,2,6,410
11,0,2,2,6,410
13,0,3,2,6,410
27,0,4,2,6,410
31,0,5,2,6,410
37,0,6,2,6,410
32,0,7,2,6,410
27,0,8,2,6,410
20,0,9,2,6,410
14,0,10,2,6,410
8,0,11,2,6,410
14,0,12,2,6,410
4,0,13,2,6,410
3,0,14,2,6,410
1,0,15,2,6,410
0,0,16,2,6,410
108,1,0,2,6,410
11,1,1,2,6,410
12,1,2,2,6,410
22,1,3,2,6,410
41,1,4,2,6,410
52,1,5,2,6,410
62,1,6,2,6,410
45,1,7,2,6,410
49,1,8,2,6,410
29,1,9,2,6,410
21,1,10,2,6,410
19,1,11,2,6,410
10,1,12,2,6,410
11,1,13,2,6,410
4,1,14,2,6,410
2,1,15,2,6,410
2,1,16,2,6,410
15,0,0,3,6,410
1,0,1,3,6,410
1,0,2,3,6,410
3,0,3,3,6,410
2,0,4,3,6,410
9,0,5,3,6,410
13,0,6,3,6,410
7,0,7,3,6,410
6,0,8,3,6,410
5,0,9,3,6,410
2,0,10,3,6,410
1,0,11,3,6,410
0,0,12,3,6,410
1,0,13,3,6,410
2,0,14,3,6,410
2,0,15,3,6,410
0,0,16,3,6,410
18,1,0,3,6,410
7,1,1,3,6,410
0,1,2,3,6,410
2,1,3,3,6,410
4,1,4,3,6,410
15,1,5,3,6,410
10,1,6,3,6,410
8,1,7,3,6,410
8,1,8,3,6,410
6,1,9,3,6,410
5,1,10,3,6,410
9,1,11,3,6,410
2,1,12,3,6,410
1,1,13,3,6,410
2,1,14,3,6,410
0,1,15,3,6,410
1,1,16,3,6,410
20,0,0,4,6,410
0,0,1,4,6,410
0,0,2,4,6,410
0,0,3,4,6,410
6,0,4,4,6,410
8,0,5,4,6,410
17,0,6,4,6,410
7,0,7,4,6,410
7,0,8,4,6,410
12,0,9,4,6,410
4,0,10,4,6,410
7,0,11,4,6,410
5,0,12,4,6,410
3,0,13,4,6,410
0,0,14,4,6,410
1,0,15,4,6,410
1,0,16,4,6,410
15,1,0,4,6,410
1,1,1,4,6,410
1,1,2,4,6,410
4,1,3,4,6,410
1,1,4,4,6,410
10,1,5,4,6,410
4,1,6,4,6,410
2,1,7,4,6,410
4,1,8,4,6,410
7,1,9,4,6,410
1,1,10,4,6,410
6,1,11,4,6,410
4,1,12,4,6,410
0,1,13,4,6,410
1,1,14,4,6,410
0,1,15,4,6,410
2,1,16,4,6,410
8642,0,0,0,1,411
1255,0,1,0,1,411
1097,0,2,0,1,411
2447,0,3,0,1,411
2515,0,4,0,1,411
2350,0,5,0,1,411
2936,0,6,0,1,411
3751,0,7,0,1,411
3881,0,8,0,1,411
3526,0,9,0,1,411
3247,0,10,0,1,411
3762,0,11,0,1,411
3077,0,12,0,1,411
2239,0,13,0,1,411
1677,0,14,0,1,411
1073,0,15,0,1,411
782,0,16,0,1,411
8322,1,0,0,1,411
1099,1,1,0,1,411
1078,1,2,0,1,411
2279,1,3,0,1,411
2226,1,4,0,1,411
2384,1,5,0,1,411
3129,1,6,0,1,411
3691,1,7,0,1,411
3823,1,8,0,1,411
3535,1,9,0,1,411
3284,1,10,0,1,411
3781,1,11,0,1,411
3136,1,12,0,1,411
2383,1,13,0,1,411
1810,1,14,0,1,411
1569,1,15,0,1,411
1618,1,16,0,1,411
298,0,0,1,1,411
33,0,1,1,1,411
26,0,2,1,1,411
51,0,3,1,1,411
