PA_ID,log.earn,nonwhite,relig.christian,relig.refused,relig.none,relig.other,age,private,owns,female,married,education,socgrd,log.density
443,6.26435019,24.14730127,48.39236154,7.9648730379999995,32.41953523,11.22323019,29,0.328036074,0.45850968200000003,0.504469575,0.31772628399999997,2.587207001,1.674622685,3.674689895
444,6.360611392999999,10.00896353,57.6591027,8.20776525,29.26357503,4.8695570130000005,39,0.38942335200000006,0.690559897,0.504543096,0.47896910299999995,2.629210507,1.95678302,2.108116153
447,6.089044875,20.13929258,53.70813397,6.218977776,21.88100881,18.19187944,39,0.408756045,0.7259302609999999,0.507981934,0.481006074,1.823205327,1.196306849,1.664141724
448,6.340182921,2.312516481,67.28425494,6.569518809,24.94926681,1.1969594479999999,44,0.404034534,0.7958131490000001,0.510278488,0.549144944,1.977295915,1.534682191,1.088104238
449,6.239495814,1.031998046,71.48754275,7.429164631,20.232046899999997,0.8512457259999999,46,0.463295102,0.747158104,0.505898876,0.5456287670000001,2.064457988,1.424023875,-1.3423499330000002
451,6.073965769,22.55272324,54.17800267,6.787738056,22.48773979,16.54651949,35,0.447686872,0.597989598,0.504938742,0.456420448,1.71285517,1.175733052,1.885874256
452,6.09289234,2.498688926,60.41429945,6.783716458,31.4734289,1.328555196,40,0.35580172200000004,0.605446981,0.51810375,0.482668411,1.695536603,1.170612334,3.2807261810000004
453,6.105016422,6.122560096,51.82714907,7.3993411920000005,37.69907168,3.074438062,32,0.356681346,0.483367935,0.489205891,0.320121723,2.222207242,1.408754209,3.886043308
454,6.222377836000001,3.766361297,51.68989049,7.279145794,39.28078659,1.7501771309999998,39,0.36819853799999996,0.749766066,0.508819252,0.475968803,2.0130097609999997,1.450871504,2.036331618
455,6.215008018,4.386720145,60.00608975,7.72243338,29.83872661,2.432750257,42,0.425399555,0.691901634,0.5107620589999999,0.473801335,2.070822359,1.566787879,3.1479743439999996
456,6.596326812999999,56.52180667,29.11724727,15.42118141,17.18901705,38.27255427,29,0.496328294,0.240530687,0.48078760299999995,0.349440408,2.515362427,1.75934202,4.64213137
457,6.19746194,6.955093662,56.72671286,7.104952527999999,33.184500899999996,2.983833718,38,0.42656525799999995,0.680957551,0.5091300999999999,0.457675735,1.911359865,1.3874803230000001,3.1159765339999996
458,6.139022112,15.88575782,48.06514852,7.386347799,36.69574751,7.852756176000001,30,0.360489092,0.432039634,0.485482807,0.293255587,2.270665305,1.5175350019999998,4.150972284
459,6.178980921,1.940277071,61.62403541,8.242913287999999,28.50744904,1.6256022559999999,44,0.379204649,0.7017541540000001,0.511248645,0.502274941,2.009941151,1.300232184,-0.44330197200000004
460,5.908897823999999,23.72968981,55.43258071,5.913694872000001,20.91158472,17.74213969,31,0.38524053,0.542199631,0.493258071,0.339834841,1.872320086,1.183741226,3.5600385130000003
461,6.32256524,6.733442125,60.43441562,6.513983456,28.35968713,4.691913792,40,0.445854951,0.7691433120000001,0.518260087,0.505657357,2.262002489,1.769306756,2.78277023
462,6.60692042,24.66058504,54.5751424,7.865433209,25.99040644,11.56901795,32,0.5220916720000001,0.46162535600000004,0.525622082,0.349864429,2.926975368,2.018967785,4.273806022
463,6.384519635,3.3137480480000003,64.11065001,7.135960227000001,27.16431095,1.589078807,43,0.45847497,0.8635024040000001,0.510241187,0.558295599,1.865115733,1.688205355,2.102873861
464,6.400921677,24.40391933,48.80783867,7.38184091,29.49335441,14.31696601,33,0.469983174,0.607582957,0.494972149,0.428996074,2.569487241,1.871297479,3.675521273
465,6.356281257000001,19.11369079,56.81780108,7.062684155,27.51263833,8.606876435,36,0.48753466100000004,0.657136322,0.5071888210000001,0.472228094,2.094099817,1.5782849369999998,2.9935345860000004
466,6.186414364,1.599576515,70.37331124,6.415567677,22.24101821,0.970102879,42,0.348038113,0.685032161,0.516490598,0.45923042299999994,1.7294552580000002,1.125764127,2.3996021069999998
467,6.047135745,7.584999497999999,64.04429229,6.314885645,25.37105389,4.269768168,39,0.47923870700000004,0.6953577790000001,0.503072137,0.498257213,1.9021452819999998,1.3901766780000002,1.7972536430000001
468,6.5591902179999995,9.975900747,61.87359297,7.324982893,26.15215257,4.6492715680000005,40,0.464840455,0.74922943,0.51165789,0.5137089970000001,2.410237717,1.906600166,2.199125464
470,6.115008733,1.927388755,45.30728987,7.903587443999999,45.65654824,1.132574451,41,0.318405243,0.717634771,0.510060941,0.434153732,1.4625894,1.031490194,1.9409452040000001
471,6.252289165,2.430645111,77.67128517,5.764012834,15.09661711,1.4680848869999998,43,0.431364377,0.810488477,0.510012483,0.532830675,2.230837825,1.6358463730000001,0.426469639
472,6.208187531,3.1416296210000003,70.99281461,6.774400984,20.68293865,1.549845761,43,0.37834493799999996,0.673616104,0.48962265,0.548496676,2.212086525,1.6228732209999999,-0.660823223
473,6.696046105,18.35492871,54.05747736,8.792769971,27.23413724,9.915615425,37,0.48968431,0.633317102,0.514514832,0.480494553,3.0231332760000003,2.218250013,3.4212699769999997
474,6.115450527,28.52928899,51.4605074,5.763183526000001,18.37298827,24.40332081,35,0.36331784100000003,0.636002927,0.505792867,0.45248874200000005,1.749212674,1.145216021,2.533771196
475,6.352280904,9.643681546,58.54983804,6.7805948460000005,29.23122227,5.438344842999999,38,0.427268759,0.709338347,0.5009831770000001,0.465395005,1.92016906,1.458917464,1.5995262380000002
476,6.212806477000001,8.662809868,54.94339698,7.718593567,32.50801834,4.829991107,39,0.40878441299999996,0.600119274,0.51056623,0.41943896,1.7931736669999998,1.400653821,1.5998774830000002
477,6.413786772000001,13.450268,64.17398377,6.666736188,23.07339354,6.0858865,39,0.44390475799999995,0.760493698,0.518092894,0.476954114,1.856370949,1.555139223,3.484925674
478,6.254405567999999,9.644152312000001,60.78989121,7.1713508610000005,26.64891206,5.389845875,41,0.392743406,0.688137381,0.504397099,0.506233158,2.423267504,1.81151214,0.741354579
480,6.094472297,4.309334992,67.24822474,6.279997927,23.42196652,3.049810812,40,0.41552382299999996,0.7479577,0.507075105,0.470431731,2.019378862,1.4255943919999998,1.489782606
481,6.1721180470000006,3.0303991210000003,69.23938779,6.429688821,22.51712329,1.8138001019999999,42,0.4058187,0.764638335,0.510305682,0.5339467379999999,1.8440428919999998,1.377570027,1.735710915
482,6.021266037999999,13.37948872,60.00423649,7.006923308999999,23.11448543,9.874354772,39,0.384489625,0.602761599,0.505903208,0.457304548,1.548542399,1.046062836,2.9904151530000003
483,6.323821183,9.696630726,63.68890408,6.775834033,24.33375799,5.2015039000000005,40,0.459497905,0.71688139,0.501341288,0.5055809720000001,2.113438951,1.4965892669999998,1.36495583
484,6.541895426,29.5723249,52.21520338,7.0276153489999995,16.61402535,24.14315592,42,0.43379467299999996,0.7474663709999999,0.518033207,0.547551149,2.511280611,1.9707157530000001,2.940600991
485,6.46987028,11.01445592,63.74192413,7.231871451,23.61916119,5.407043231,39,0.47142023,0.7051078340000001,0.51341498,0.486279089,2.3912298730000003,1.897728013,2.388937236
486,6.388897484,7.5113465239999995,58.27111612,7.057485547000001,29.92533934,4.746058991,42,0.40917495299999995,0.7910800379999999,0.511009551,0.53530469,2.5241866440000003,1.975589795,1.121689985
488,6.152094193,3.4559974639999997,67.70108793,6.695995086,23.455799300000002,2.14711769,44,0.433607876,0.755517408,0.5033787129999999,0.546932259,2.213070116,1.66086507,-0.10202952400000001
489,6.3712699079999995,3.6122362910000003,64.56712992,7.438284016,25.96828137,2.026304691,42,0.467528981,0.753757653,0.507723693,0.555851129,2.248898706,1.826759688,0.248275995
490,6.58396232,14.01963896,57.28986412,7.492090147000001,26.36003399,8.858011734,38,0.47725950899999997,0.729654288,0.506087259,0.515166789,2.643472723,2.0206185569999997,2.67636275
491,6.0700446470000005,1.672288086,59.33593198,8.325086341,31.171611499999997,1.1673701859999999,43,0.407366058,0.698695958,0.513814554,0.49163896,1.889109979,1.300691324,0.899715624
492,6.089044875,1.649433266,78.66926376,5.392776477000001,15.04175387,0.8962058890000001,41,0.384530485,0.694695518,0.5087134010000001,0.47594702299999997,1.831847335,1.266178634,2.444002137
493,6.112132307,2.640650923,79.11819347,5.618089154,14.06956297,1.194154406,41,0.367460047,0.695886838,0.510327151,0.460619275,1.800010127,1.242741445,2.752715152
