population_size,sex,age,ethnicity,pa_id
462,male,Age 45 to 49,black,398
264,male,Age 50 to 54,black,398
151,male,Age 55 to 59,black,398
62,male,Age 60 to 64,black,398
40,male,Age 65 to 69,black,398
49,male,Age 70 to 74,black,398
20,male,Age 75 to 79,black,398
14,male,Age 80 to 84,black,398
9,male,Age 85 and over,black,398
2130,female,Age 15 and below,black,398
175,female,Age 16 to 17,black,398
104,female,Age 18 to 19,black,398
277,female,Age 20 to 24,black,398
479,female,Age 25 to 29,black,398
690,female,Age 30 to 34,black,398
676,female,Age 35 to 39,black,398
584,female,Age 40 to 44,black,398
431,female,Age 45 to 49,black,398
257,female,Age 50 to 54,black,398
147,female,Age 55 to 59,black,398
80,female,Age 60 to 64,black,398
61,female,Age 65 to 69,black,398
43,female,Age 70 to 74,black,398
20,female,Age 75 to 79,black,398
14,female,Age 80 to 84,black,398
3,female,Age 85 and over,black,398
153,male,Age 15 and below,other,398
12,male,Age 16 to 17,other,398
11,male,Age 18 to 19,other,398
24,male,Age 20 to 24,other,398
42,male,Age 25 to 29,other,398
64,male,Age 30 to 34,other,398
111,male,Age 35 to 39,other,398
48,male,Age 40 to 44,other,398
51,male,Age 45 to 49,other,398
39,male,Age 50 to 54,other,398
27,male,Age 55 to 59,other,398
19,male,Age 60 to 64,other,398
5,male,Age 65 to 69,other,398
13,male,Age 70 to 74,other,398
3,male,Age 75 to 79,other,398
3,male,Age 80 to 84,other,398
0,male,Age 85 and over,other,398
164,female,Age 15 and below,other,398
18,female,Age 16 to 17,other,398
8,female,Age 18 to 19,other,398
28,female,Age 20 to 24,other,398
42,female,Age 25 to 29,other,398
53,female,Age 30 to 34,other,398
74,female,Age 35 to 39,other,398
50,female,Age 40 to 44,other,398
39,female,Age 45 to 49,other,398
25,female,Age 50 to 54,other,398
13,female,Age 55 to 59,other,398
14,female,Age 60 to 64,other,398
10,female,Age 65 to 69,other,398
9,female,Age 70 to 74,other,398
5,female,Age 75 to 79,other,398
0,female,Age 80 to 84,other,398
4,female,Age 85 and over,other,398
4727,male,Age 15 and below,white,399
614,male,Age 16 to 17,white,399
615,male,Age 18 to 19,white,399
1760,male,Age 20 to 24,white,399
2911,male,Age 25 to 29,white,399
3009,male,Age 30 to 34,white,399
2395,male,Age 35 to 39,white,399
2193,male,Age 40 to 44,white,399
1961,male,Age 45 to 49,white,399
1704,male,Age 50 to 54,white,399
1429,male,Age 55 to 59,white,399
1473,male,Age 60 to 64,white,399
986,male,Age 65 to 69,white,399
848,male,Age 70 to 74,white,399
698,male,Age 75 to 79,white,399
543,male,Age 80 to 84,white,399
438,male,Age 85 and over,white,399
4425,female,Age 15 and below,white,399
582,female,Age 16 to 17,white,399
549,female,Age 18 to 19,white,399
1985,female,Age 20 to 24,white,399
2973,female,Age 25 to 29,white,399
2877,female,Age 30 to 34,white,399
2210,female,Age 35 to 39,white,399
2110,female,Age 40 to 44,white,399
2017,female,Age 45 to 49,white,399
1759,female,Age 50 to 54,white,399
1429,female,Age 55 to 59,white,399
1506,female,Age 60 to 64,white,399
1088,female,Age 65 to 69,white,399
978,female,Age 70 to 74,white,399
967,female,Age 75 to 79,white,399
841,female,Age 80 to 84,white,399
846,female,Age 85 and over,white,399
1155,male,Age 15 and below,mixed,399
142,male,Age 16 to 17,mixed,399
112,male,Age 18 to 19,mixed,399
261,male,Age 20 to 24,mixed,399
266,male,Age 25 to 29,mixed,399
171,male,Age 30 to 34,mixed,399
118,male,Age 35 to 39,mixed,399
133,male,Age 40 to 44,mixed,399
143,male,Age 45 to 49,mixed,399
68,male,Age 50 to 54,mixed,399
40,male,Age 55 to 59,mixed,399
24,male,Age 60 to 64,mixed,399
28,male,Age 65 to 69,mixed,399
20,male,Age 70 to 74,mixed,399
17,male,Age 75 to 79,mixed,399
10,male,Age 80 to 84,mixed,399
8,male,Age 85 and over,mixed,399
1156,female,Age 15 and below,mixed,399
119,female,Age 16 to 17,mixed,399
90,female,Age 18 to 19,mixed,399
226,female,Age 20 to 24,mixed,399
228,female,Age 25 to 29,mixed,399
218,female,Age 30 to 34,mixed,399
166,female,Age 35 to 39,mixed,399
174,female,Age 40 to 44,mixed,399
146,female,Age 45 to 49,mixed,399
69,female,Age 50 to 54,mixed,399
54,female,Age 55 to 59,mixed,399
40,female,Age 60 to 64,mixed,399
34,female,Age 65 to 69,mixed,399
26,female,Age 70 to 74,mixed,399
22,female,Age 75 to 79,mixed,399
22,female,Age 80 to 84,mixed,399
13,female,Age 85 and over,mixed,399
2807,male,Age 15 and below,asian,399
328,male,Age 16 to 17,asian,399
364,male,Age 18 to 19,asian,399
1057,male,Age 20 to 24,asian,399
1252,male,Age 25 to 29,asian,399
1358,male,Age 30 to 34,asian,399
1128,male,Age 35 to 39,asian,399
923,male,Age 40 to 44,asian,399
783,male,Age 45 to 49,asian,399
651,male,Age 50 to 54,asian,399
502,male,Age 55 to 59,asian,399
338,male,Age 60 to 64,asian,399
244,male,Age 65 to 69,asian,399
233,male,Age 70 to 74,asian,399
131,male,Age 75 to 79,asian,399
57,male,Age 80 to 84,asian,399
29,male,Age 85 and over,asian,399
2661,female,Age 15 and below,asian,399
275,female,Age 16 to 17,asian,399
277,female,Age 18 to 19,asian,399
807,female,Age 20 to 24,asian,399
1116,female,Age 25 to 29,asian,399
1235,female,Age 30 to 34,asian,399
972,female,Age 35 to 39,asian,399
911,female,Age 40 to 44,asian,399
736,female,Age 45 to 49,asian,399
561,female,Age 50 to 54,asian,399
505,female,Age 55 to 59,asian,399
395,female,Age 60 to 64,asian,399
279,female,Age 65 to 69,asian,399
205,female,Age 70 to 74,asian,399
110,female,Age 75 to 79,asian,399
63,female,Age 80 to 84,asian,399
44,female,Age 85 and over,asian,399
2307,male,Age 15 and below,black,399
340,male,Age 16 to 17,black,399
285,male,Age 18 to 19,black,399
624,male,Age 20 to 24,black,399
590,male,Age 25 to 29,black,399
567,male,Age 30 to 34,black,399
524,male,Age 35 to 39,black,399
670,male,Age 40 to 44,black,399
711,male,Age 45 to 49,black,399
582,male,Age 50 to 54,black,399
347,male,Age 55 to 59,black,399
194,male,Age 60 to 64,black,399
190,male,Age 65 to 69,black,399
228,male,Age 70 to 74,black,399
170,male,Age 75 to 79,black,399
70,male,Age 80 to 84,black,399
27,male,Age 85 and over,black,399
2303,female,Age 15 and below,black,399
338,female,Age 16 to 17,black,399
279,female,Age 18 to 19,black,399
647,female,Age 20 to 24,black,399
630,female,Age 25 to 29,black,399
694,female,Age 30 to 34,black,399
740,female,Age 35 to 39,black,399
935,female,Age 40 to 44,black,399
974,female,Age 45 to 49,black,399
721,female,Age 50 to 54,black,399
449,female,Age 55 to 59,black,399
308,female,Age 60 to 64,black,399
297,female,Age 65 to 69,black,399
249,female,Age 70 to 74,black,399
167,female,Age 75 to 79,black,399
87,female,Age 80 to 84,black,399
32,female,Age 85 and over,black,399
240,male,Age 15 and below,other,399
32,male,Age 16 to 17,other,399
21,male,Age 18 to 19,other,399
100,male,Age 20 to 24,other,399
133,male,Age 25 to 29,other,399
120,male,Age 30 to 34,other,399
120,male,Age 35 to 39,other,399
106,male,Age 40 to 44,other,399
100,male,Age 45 to 49,other,399
48,male,Age 50 to 54,other,399
52,male,Age 55 to 59,other,399
30,male,Age 60 to 64,other,399
30,male,Age 65 to 69,other,399
10,male,Age 70 to 74,other,399
9,male,Age 75 to 79,other,399
5,male,Age 80 to 84,other,399
1,male,Age 85 and over,other,399
217,female,Age 15 and below,other,399
37,female,Age 16 to 17,other,399
26,female,Age 18 to 19,other,399
92,female,Age 20 to 24,other,399
109,female,Age 25 to 29,other,399
106,female,Age 30 to 34,other,399
118,female,Age 35 to 39,other,399
89,female,Age 40 to 44,other,399
79,female,Age 45 to 49,other,399
41,female,Age 50 to 54,other,399
40,female,Age 55 to 59,other,399
44,female,Age 60 to 64,other,399
17,female,Age 65 to 69,other,399
7,female,Age 70 to 74,other,399
10,female,Age 75 to 79,other,399
5,female,Age 80 to 84,other,399
5,female,Age 85 and over,other,399
8577,male,Age 15 and below,white,400
1234,male,Age 16 to 17,white,400
896,male,Age 18 to 19,white,400
1887,male,Age 20 to 24,white,400
1877,male,Age 25 to 29,white,400
2057,male,Age 30 to 34,white,400
2584,male,Age 35 to 39,white,400
3354,male,Age 40 to 44,white,400
3920,male,Age 45 to 49,white,400
3486,male,Age 50 to 54,white,400
2976,male,Age 55 to 59,white,400
3335,male,Age 60 to 64,white,400
2748,male,Age 65 to 69,white,400
2064,male,Age 70 to 74,white,400
1773,male,Age 75 to 79,white,400
1327,male,Age 80 to 84,white,400
965,male,Age 85 and over,white,400
8207,female,Age 15 and below,white,400
1150,female,Age 16 to 17,white,400
792,female,Age 18 to 19,white,400
1842,female,Age 20 to 24,white,400
1828,female,Age 25 to 29,white,400
2287,female,Age 30 to 34,white,400
2876,female,Age 35 to 39,white,400
3566,female,Age 40 to 44,white,400
3964,female,Age 45 to 49,white,400
3477,female,Age 50 to 54,white,400
3068,female,Age 55 to 59,white,400
3444,female,Age 60 to 64,white,400
2842,female,Age 65 to 69,white,400
2333,female,Age 70 to 74,white,400
2057,female,Age 75 to 79,white,400
1592,female,Age 80 to 84,white,400
1917,female,Age 85 and over,white,400
335,male,Age 15 and below,mixed,400
29,male,Age 16 to 17,mixed,400
30,male,Age 18 to 19,mixed,400
41,male,Age 20 to 24,mixed,400
40,male,Age 25 to 29,mixed,400
32,male,Age 30 to 34,mixed,400
21,male,Age 35 to 39,mixed,400
29,male,Age 40 to 44,mixed,400
30,male,Age 45 to 49,mixed,400
19,male,Age 50 to 54,mixed,400
16,male,Age 55 to 59,mixed,400
15,male,Age 60 to 64,mixed,400
12,male,Age 65 to 69,mixed,400
9,male,Age 70 to 74,mixed,400
5,male,Age 75 to 79,mixed,400
4,male,Age 80 to 84,mixed,400
1,male,Age 85 and over,mixed,400
328,female,Age 15 and below,mixed,400
42,female,Age 16 to 17,mixed,400
21,female,Age 18 to 19,mixed,400
35,female,Age 20 to 24,mixed,400
42,female,Age 25 to 29,mixed,400
28,female,Age 30 to 34,mixed,400
43,female,Age 35 to 39,mixed,400
35,female,Age 40 to 44,mixed,400
39,female,Age 45 to 49,mixed,400
18,female,Age 50 to 54,mixed,400
18,female,Age 55 to 59,mixed,400
9,female,Age 60 to 64,mixed,400
12,female,Age 65 to 69,mixed,400
6,female,Age 70 to 74,mixed,400
8,female,Age 75 to 79,mixed,400
4,female,Age 80 to 84,mixed,400
2,female,Age 85 and over,mixed,400
203,male,Age 15 and below,asian,400
19,male,Age 16 to 17,asian,400
24,male,Age 18 to 19,asian,400
77,male,Age 20 to 24,asian,400
106,male,Age 25 to 29,asian,400
114,male,Age 30 to 34,asian,400
107,male,Age 35 to 39,asian,400
108,male,Age 40 to 44,asian,400
53,male,Age 45 to 49,asian,400
70,male,Age 50 to 54,asian,400
45,male,Age 55 to 59,asian,400
22,male,Age 60 to 64,asian,400
24,male,Age 65 to 69,asian,400
25,male,Age 70 to 74,asian,400
15,male,Age 75 to 79,asian,400
2,male,Age 80 to 84,asian,400
2,male,Age 85 and over,asian,400
187,female,Age 15 and below,asian,400
51,female,Age 16 to 17,asian,400
42,female,Age 18 to 19,asian,400
65,female,Age 20 to 24,asian,400
106,female,Age 25 to 29,asian,400
146,female,Age 30 to 34,asian,400
136,female,Age 35 to 39,asian,400
106,female,Age 40 to 44,asian,400
66,female,Age 45 to 49,asian,400
82,female,Age 50 to 54,asian,400
56,female,Age 55 to 59,asian,400
45,female,Age 60 to 64,asian,400
20,female,Age 65 to 69,asian,400
13,female,Age 70 to 74,asian,400
11,female,Age 75 to 79,asian,400
4,female,Age 80 to 84,asian,400
6,female,Age 85 and over,asian,400
26,male,Age 15 and below,black,400
6,male,Age 16 to 17,black,400
1,male,Age 18 to 19,black,400
9,male,Age 20 to 24,black,400
15,male,Age 25 to 29,black,400
15,male,Age 30 to 34,black,400
24,male,Age 35 to 39,black,400
34,male,Age 40 to 44,black,400
25,male,Age 45 to 49,black,400
15,male,Age 50 to 54,black,400
12,male,Age 55 to 59,black,400
4,male,Age 60 to 64,black,400
4,male,Age 65 to 69,black,400
0,male,Age 70 to 74,black,400
3,male,Age 75 to 79,black,400
2,male,Age 80 to 84,black,400
0,male,Age 85 and over,black,400
23,female,Age 15 and below,black,400
4,female,Age 16 to 17,black,400
2,female,Age 18 to 19,black,400
8,female,Age 20 to 24,black,400
24,female,Age 25 to 29,black,400
24,female,Age 30 to 34,black,400
30,female,Age 35 to 39,black,400
36,female,Age 40 to 44,black,400
22,female,Age 45 to 49,black,400
24,female,Age 50 to 54,black,400
13,female,Age 55 to 59,black,400
9,female,Age 60 to 64,black,400
3,female,Age 65 to 69,black,400
3,female,Age 70 to 74,black,400
3,female,Age 75 to 79,black,400
3,female,Age 80 to 84,black,400
0,female,Age 85 and over,black,400
49,male,Age 15 and below,other,400
3,male,Age 16 to 17,other,400
10,male,Age 18 to 19,other,400
7,male,Age 20 to 24,other,400
14,male,Age 25 to 29,other,400
21,male,Age 30 to 34,other,400
20,male,Age 35 to 39,other,400
23,male,Age 40 to 44,other,400
22,male,Age 45 to 49,other,400
19,male,Age 50 to 54,other,400
8,male,Age 55 to 59,other,400
13,male,Age 60 to 64,other,400
2,male,Age 65 to 69,other,400
8,male,Age 70 to 74,other,400
2,male,Age 75 to 79,other,400
0,male,Age 80 to 84,other,400
0,male,Age 85 and over,other,400
45,female,Age 15 and below,other,400
3,female,Age 16 to 17,other,400
11,female,Age 18 to 19,other,400
9,female,Age 20 to 24,other,400
16,female,Age 25 to 29,other,400
17,female,Age 30 to 34,other,400
16,female,Age 35 to 39,other,400
19,female,Age 40 to 44,other,400
20,female,Age 45 to 49,other,400
11,female,Age 50 to 54,other,400
8,female,Age 55 to 59,other,400
5,female,Age 60 to 64,other,400
8,female,Age 65 to 69,other,400
2,female,Age 70 to 74,other,400
3,female,Age 75 to 79,other,400
2,female,Age 80 to 84,other,400
1,female,Age 85 and over,other,400
7753,male,Age 15 and below,white,404
1042,male,Age 16 to 17,white,404
968,male,Age 18 to 19,white,404
2141,male,Age 20 to 24,white,404
2092,male,Age 25 to 29,white,404
2087,male,Age 30 to 34,white,404
2306,male,Age 35 to 39,white,404
2938,male,Age 40 to 44,white,404
3083,male,Age 45 to 49,white,404
2774,male,Age 50 to 54,white,404
2628,male,Age 55 to 59,white,404
3039,male,Age 60 to 64,white,404
2598,male,Age 65 to 69,white,404
2113,male,Age 70 to 74,white,404
1570,male,Age 75 to 79,white,404
1108,male,Age 80 to 84,white,404
777,male,Age 85 and over,white,404
7308,female,Age 15 and below,white,404
1070,female,Age 16 to 17,white,404
947,female,Age 18 to 19,white,404
2214,female,Age 20 to 24,white,404
2311,female,Age 25 to 29,white,404
2259,female,Age 30 to 34,white,404
2481,female,Age 35 to 39,white,404
3136,female,Age 40 to 44,white,404
3211,female,Age 45 to 49,white,404
3032,female,Age 50 to 54,white,404
2739,female,Age 55 to 59,white,404
3112,female,Age 60 to 64,white,404
2658,female,Age 65 to 69,white,404
2278,female,Age 70 to 74,white,404
1971,female,Age 75 to 79,white,404
1597,female,Age 80 to 84,white,404
1788,female,Age 85 and over,white,404
155,male,Age 15 and below,mixed,404
16,male,Age 16 to 17,mixed,404
12,male,Age 18 to 19,mixed,404
19,male,Age 20 to 24,mixed,404
10,male,Age 25 to 29,mixed,404
21,male,Age 30 to 34,mixed,404
28,male,Age 35 to 39,mixed,404
21,male,Age 40 to 44,mixed,404
20,male,Age 45 to 49,mixed,404
10,male,Age 50 to 54,mixed,404
6,male,Age 55 to 59,mixed,404
8,male,Age 60 to 64,mixed,404
5,male,Age 65 to 69,mixed,404
4,male,Age 70 to 74,mixed,404
2,male,Age 75 to 79,mixed,404
2,male,Age 80 to 84,mixed,404
3,male,Age 85 and over,mixed,404
154,female,Age 15 and below,mixed,404
15,female,Age 16 to 17,mixed,404
18,female,Age 18 to 19,mixed,404
24,female,Age 20 to 24,mixed,404
23,female,Age 25 to 29,mixed,404
23,female,Age 30 to 34,mixed,404
12,female,Age 35 to 39,mixed,404
11,female,Age 40 to 44,mixed,404
17,female,Age 45 to 49,mixed,404
16,female,Age 50 to 54,mixed,404
6,female,Age 55 to 59,mixed,404
8,female,Age 60 to 64,mixed,404
7,female,Age 65 to 69,mixed,404
1,female,Age 70 to 74,mixed,404
5,female,Age 75 to 79,mixed,404
2,female,Age 80 to 84,mixed,404
3,female,Age 85 and over,mixed,404
66,male,Age 15 and below,asian,404
8,male,Age 16 to 17,asian,404
15,male,Age 18 to 19,asian,404
29,male,Age 20 to 24,asian,404
30,male,Age 25 to 29,asian,404
39,male,Age 30 to 34,asian,404
29,male,Age 35 to 39,asian,404
30,male,Age 40 to 44,asian,404
22,male,Age 45 to 49,asian,404
20,male,Age 50 to 54,asian,404
20,male,Age 55 to 59,asian,404
6,male,Age 60 to 64,asian,404
2,male,Age 65 to 69,asian,404
1,male,Age 70 to 74,asian,404
3,male,Age 75 to 79,asian,404
2,male,Age 80 to 84,asian,404
0,male,Age 85 and over,asian,404
90,female,Age 15 and below,asian,404
9,female,Age 16 to 17,asian,404
11,female,Age 18 to 19,asian,404
30,female,Age 20 to 24,asian,404
42,female,Age 25 to 29,asian,404
41,female,Age 30 to 34,asian,404
49,female,Age 35 to 39,asian,404
45,female,Age 40 to 44,asian,404
35,female,Age 45 to 49,asian,404
26,female,Age 50 to 54,asian,404
18,female,Age 55 to 59,asian,404
5,female,Age 60 to 64,asian,404
4,female,Age 65 to 69,asian,404
4,female,Age 70 to 74,asian,404
1,female,Age 75 to 79,asian,404
2,female,Age 80 to 84,asian,404
1,female,Age 85 and over,asian,404
16,male,Age 15 and below,black,404
6,male,Age 16 to 17,black,404
8,male,Age 18 to 19,black,404
11,male,Age 20 to 24,black,404
6,male,Age 25 to 29,black,404
18,male,Age 30 to 34,black,404
7,male,Age 35 to 39,black,404
13,male,Age 40 to 44,black,404
8,male,Age 45 to 49,black,404
15,male,Age 50 to 54,black,404
4,male,Age 55 to 59,black,404
5,male,Age 60 to 64,black,404
2,male,Age 65 to 69,black,404
0,male,Age 70 to 74,black,404
0,male,Age 75 to 79,black,404
0,male,Age 80 to 84,black,404
1,male,Age 85 and over,black,404
16,female,Age 15 and below,black,404
4,female,Age 16 to 17,black,404
2,female,Age 18 to 19,black,404
5,female,Age 20 to 24,black,404
8,female,Age 25 to 29,black,404
5,female,Age 30 to 34,black,404
15,female,Age 35 to 39,black,404
9,female,Age 40 to 44,black,404
20,female,Age 45 to 49,black,404
13,female,Age 50 to 54,black,404
7,female,Age 55 to 59,black,404
6,female,Age 60 to 64,black,404
4,female,Age 65 to 69,black,404
6,female,Age 70 to 74,black,404
0,female,Age 75 to 79,black,404
0,female,Age 80 to 84,black,404
0,female,Age 85 and over,black,404
13,male,Age 15 and below,other,404
1,male,Age 16 to 17,other,404
1,male,Age 18 to 19,other,404
1,male,Age 20 to 24,other,404
3,male,Age 25 to 29,other,404
11,male,Age 30 to 34,other,404
6,male,Age 35 to 39,other,404
4,male,Age 40 to 44,other,404
6,male,Age 45 to 49,other,404
4,male,Age 50 to 54,other,404
4,male,Age 55 to 59,other,404
1,male,Age 60 to 64,other,404
1,male,Age 65 to 69,other,404
0,male,Age 70 to 74,other,404
0,male,Age 75 to 79,other,404
0,male,Age 80 to 84,other,404
0,male,Age 85 and over,other,404
8,female,Age 15 and below,other,404
1,female,Age 16 to 17,other,404
1,female,Age 18 to 19,other,404
2,female,Age 20 to 24,other,404
6,female,Age 25 to 29,other,404
6,female,Age 30 to 34,other,404
3,female,Age 35 to 39,other,404
4,female,Age 40 to 44,other,404
8,female,Age 45 to 49,other,404
4,female,Age 50 to 54,other,404
2,female,Age 55 to 59,other,404
0,female,Age 60 to 64,other,404
2,female,Age 65 to 69,other,404
0,female,Age 70 to 74,other,404
0,female,Age 75 to 79,other,404
0,female,Age 80 to 84,other,404
0,female,Age 85 and over,other,404
7994,male,Age 15 and below,white,405
1058,male,Age 16 to 17,white,405
918,male,Age 18 to 19,white,405
2297,male,Age 20 to 24,white,405
2741,male,Age 25 to 29,white,405
2792,male,Age 30 to 34,white,405
3037,male,Age 35 to 39,white,405
3565,male,Age 40 to 44,white,405
3498,male,Age 45 to 49,white,405
3120,male,Age 50 to 54,white,405
2575,male,Age 55 to 59,white,405
2776,male,Age 60 to 64,white,405
2061,male,Age 65 to 69,white,405
1571,male,Age 70 to 74,white,405
1165,male,Age 75 to 79,white,405
769,male,Age 80 to 84,white,405
502,male,Age 85 and over,white,405
7557,female,Age 15 and below,white,405
1020,female,Age 16 to 17,white,405
894,female,Age 18 to 19,white,405
2359,female,Age 20 to 24,white,405
2985,female,Age 25 to 29,white,405
2922,female,Age 30 to 34,white,405
3150,female,Age 35 to 39,white,405
3600,female,Age 40 to 44,white,405
3567,female,Age 45 to 49,white,405
3124,female,Age 50 to 54,white,405
2620,female,Age 55 to 59,white,405
2936,female,Age 60 to 64,white,405
2235,female,Age 65 to 69,white,405
1815,female,Age 70 to 74,white,405
1502,female,Age 75 to 79,white,405
1149,female,Age 80 to 84,white,405
1164,female,Age 85 and over,white,405
288,male,Age 15 and below,mixed,405
20,male,Age 16 to 17,mixed,405
20,male,Age 18 to 19,mixed,405
35,male,Age 20 to 24,mixed,405
28,male,Age 25 to 29,mixed,405
29,male,Age 30 to 34,mixed,405
29,male,Age 35 to 39,mixed,405
41,male,Age 40 to 44,mixed,405
27,male,Age 45 to 49,mixed,405
14,male,Age 50 to 54,mixed,405
11,male,Age 55 to 59,mixed,405
3,male,Age 60 to 64,mixed,405
2,male,Age 65 to 69,mixed,405
4,male,Age 70 to 74,mixed,405
2,male,Age 75 to 79,mixed,405
2,male,Age 80 to 84,mixed,405
1,male,Age 85 and over,mixed,405
278,female,Age 15 and below,mixed,405
23,female,Age 16 to 17,mixed,405
21,female,Age 18 to 19,mixed,405
56,female,Age 20 to 24,mixed,405
63,female,Age 25 to 29,mixed,405
38,female,Age 30 to 34,mixed,405
36,female,Age 35 to 39,mixed,405
20,female,Age 40 to 44,mixed,405
26,female,Age 45 to 49,mixed,405
9,female,Age 50 to 54,mixed,405
9,female,Age 55 to 59,mixed,405
2,female,Age 60 to 64,mixed,405
2,female,Age 65 to 69,mixed,405
2,female,Age 70 to 74,mixed,405
2,female,Age 75 to 79,mixed,405
0,female,Age 80 to 84,mixed,405
1,female,Age 85 and over,mixed,405
235,male,Age 15 and below,asian,405
32,male,Age 16 to 17,asian,405
21,male,Age 18 to 19,asian,405
59,male,Age 20 to 24,asian,405
109,male,Age 25 to 29,asian,405
150,male,Age 30 to 34,asian,405
132,male,Age 35 to 39,asian,405
90,male,Age 40 to 44,asian,405
70,male,Age 45 to 49,asian,405
50,male,Age 50 to 54,asian,405
54,male,Age 55 to 59,asian,405
40,male,Age 60 to 64,asian,405
15,male,Age 65 to 69,asian,405
21,male,Age 70 to 74,asian,405
4,male,Age 75 to 79,asian,405
1,male,Age 80 to 84,asian,405
2,male,Age 85 and over,asian,405
236,female,Age 15 and below,asian,405
22,female,Age 16 to 17,asian,405
22,female,Age 18 to 19,asian,405
48,female,Age 20 to 24,asian,405
145,female,Age 25 to 29,asian,405
164,female,Age 30 to 34,asian,405
119,female,Age 35 to 39,asian,405
86,female,Age 40 to 44,asian,405
66,female,Age 45 to 49,asian,405
51,female,Age 50 to 54,asian,405
64,female,Age 55 to 59,asian,405
36,female,Age 60 to 64,asian,405
22,female,Age 65 to 69,asian,405
9,female,Age 70 to 74,asian,405
7,female,Age 75 to 79,asian,405
4,female,Age 80 to 84,asian,405
8,female,Age 85 and over,asian,405
59,male,Age 15 and below,black,405
11,male,Age 16 to 17,black,405
8,male,Age 18 to 19,black,405
11,male,Age 20 to 24,black,405
27,male,Age 25 to 29,black,405
28,male,Age 30 to 34,black,405
41,male,Age 35 to 39,black,405
28,male,Age 40 to 44,black,405
35,male,Age 45 to 49,black,405
31,male,Age 50 to 54,black,405
10,male,Age 55 to 59,black,405
8,male,Age 60 to 64,black,405
9,male,Age 65 to 69,black,405
1,male,Age 70 to 74,black,405
4,male,Age 75 to 79,black,405
3,male,Age 80 to 84,black,405
0,male,Age 85 and over,black,405
75,female,Age 15 and below,black,405
6,female,Age 16 to 17,black,405
3,female,Age 18 to 19,black,405
11,female,Age 20 to 24,black,405
23,female,Age 25 to 29,black,405
33,female,Age 30 to 34,black,405
32,female,Age 35 to 39,black,405
33,female,Age 40 to 44,black,405
29,female,Age 45 to 49,black,405
17,female,Age 50 to 54,black,405
7,female,Age 55 to 59,black,405
3,female,Age 60 to 64,black,405
2,female,Age 65 to 69,black,405
5,female,Age 70 to 74,black,405
3,female,Age 75 to 79,black,405
4,female,Age 80 to 84,black,405
3,female,Age 85 and over,black,405
29,male,Age 15 and below,other,405
6,male,Age 16 to 17,other,405
2,male,Age 18 to 19,other,405
8,male,Age 20 to 24,other,405
7,male,Age 25 to 29,other,405
18,male,Age 30 to 34,other,405
16,male,Age 35 to 39,other,405
16,male,Age 40 to 44,other,405
12,male,Age 45 to 49,other,405
9,male,Age 50 to 54,other,405
9,male,Age 55 to 59,other,405
9,male,Age 60 to 64,other,405
5,male,Age 65 to 69,other,405
0,male,Age 70 to 74,other,405
0,male,Age 75 to 79,other,405
2,male,Age 80 to 84,other,405
0,male,Age 85 and over,other,405
28,female,Age 15 and below,other,405
0,female,Age 16 to 17,other,405
0,female,Age 18 to 19,other,405
5,female,Age 20 to 24,other,405
16,female,Age 25 to 29,other,405
15,female,Age 30 to 34,other,405
11,female,Age 35 to 39,other,405
4,female,Age 40 to 44,other,405
7,female,Age 45 to 49,other,405
3,female,Age 50 to 54,other,405
5,female,Age 55 to 59,other,405
5,female,Age 60 to 64,other,405
0,female,Age 65 to 69,other,405
3,female,Age 70 to 74,other,405
1,female,Age 75 to 79,other,405
2,female,Age 80 to 84,other,405
1,female,Age 85 and over,other,405
7624,male,Age 15 and below,white,409
1059,male,Age 16 to 17,white,409
936,male,Age 18 to 19,white,409
2249,male,Age 20 to 24,white,409
2072,male,Age 25 to 29,white,409
2046,male,Age 30 to 34,white,409
2398,male,Age 35 to 39,white,409
2974,male,Age 40 to 44,white,409
3273,male,Age 45 to 49,white,409
3074,male,Age 50 to 54,white,409
2857,male,Age 55 to 59,white,409
3133,male,Age 60 to 64,white,409
2507,male,Age 65 to 69,white,409
1984,male,Age 70 to 74,white,409
1684,male,Age 75 to 79,white,409
1234,male,Age 80 to 84,white,409
938,male,Age 85 and over,white,409
7183,female,Age 15 and below,white,409
974,female,Age 16 to 17,white,409
945,female,Age 18 to 19,white,409
2157,female,Age 20 to 24,white,409
2049,female,Age 25 to 29,white,409
2194,female,Age 30 to 34,white,409
2709,female,Age 35 to 39,white,409
3117,female,Age 40 to 44,white,409
3515,female,Age 45 to 49,white,409
3087,female,Age 50 to 54,white,409
2984,female,Age 55 to 59,white,409
3318,female,Age 60 to 64,white,409
2646,female,Age 65 to 69,white,409
2201,female,Age 70 to 74,white,409
1916,female,Age 75 to 79,white,409
1548,female,Age 80 to 84,white,409
1698,female,Age 85 and over,white,409
223,male,Age 15 and below,mixed,409
14,male,Age 16 to 17,mixed,409
14,male,Age 18 to 19,mixed,409
30,male,Age 20 to 24,mixed,409
27,male,Age 25 to 29,mixed,409
32,male,Age 30 to 34,mixed,409
20,male,Age 35 to 39,mixed,409
20,male,Age 40 to 44,mixed,409
16,male,Age 45 to 49,mixed,409
9,male,Age 50 to 54,mixed,409
5,male,Age 55 to 59,mixed,409
6,male,Age 60 to 64,mixed,409
5,male,Age 65 to 69,mixed,409
4,male,Age 70 to 74,mixed,409
5,male,Age 75 to 79,mixed,409
0,male,Age 80 to 84,mixed,409
3,male,Age 85 and over,mixed,409
154,female,Age 15 and below,mixed,409
