N,age,constituency,ethnicity,sex
0,Age 75 to 79,W07000045,black,female
0,Age 80 to 84,W07000045,black,female
1,Age 85 and over,W07000045,black,female
25,Age 15 and below,W07000045,other,male
1,Age 16 to 17,W07000045,other,male
2,Age 18 to 19,W07000045,other,male
4,Age 20 to 24,W07000045,other,male
13,Age 25 to 29,W07000045,other,male
8,Age 30 to 34,W07000045,other,male
13,Age 35 to 39,W07000045,other,male
9,Age 40 to 44,W07000045,other,male
3,Age 45 to 49,W07000045,other,male
7,Age 50 to 54,W07000045,other,male
3,Age 55 to 59,W07000045,other,male
3,Age 60 to 64,W07000045,other,male
2,Age 65 to 69,W07000045,other,male
0,Age 70 to 74,W07000045,other,male
1,Age 75 to 79,W07000045,other,male
0,Age 80 to 84,W07000045,other,male
1,Age 85 and over,W07000045,other,male
15,Age 15 and below,W07000045,other,female
4,Age 16 to 17,W07000045,other,female
1,Age 18 to 19,W07000045,other,female
3,Age 20 to 24,W07000045,other,female
5,Age 25 to 29,W07000045,other,female
9,Age 30 to 34,W07000045,other,female
6,Age 35 to 39,W07000045,other,female
4,Age 40 to 44,W07000045,other,female
5,Age 45 to 49,W07000045,other,female
1,Age 50 to 54,W07000045,other,female
2,Age 55 to 59,W07000045,other,female
3,Age 60 to 64,W07000045,other,female
1,Age 65 to 69,W07000045,other,female
0,Age 70 to 74,W07000045,other,female
0,Age 75 to 79,W07000045,other,female
0,Age 80 to 84,W07000045,other,female
1,Age 85 and over,W07000045,other,female
7741,Age 15 and below,W07000046,white,male
1004,Age 16 to 17,W07000046,white,male
903,Age 18 to 19,W07000046,white,male
2017,Age 20 to 24,W07000046,white,male
2179,Age 25 to 29,W07000046,white,male
2120,Age 30 to 34,W07000046,white,male
2474,Age 35 to 39,W07000046,white,male
2941,Age 40 to 44,W07000046,white,male
2981,Age 45 to 49,W07000046,white,male
2732,Age 50 to 54,W07000046,white,male
2699,Age 55 to 59,W07000046,white,male
3025,Age 60 to 64,W07000046,white,male
2506,Age 65 to 69,W07000046,white,male
2030,Age 70 to 74,W07000046,white,male
1581,Age 75 to 79,W07000046,white,male
1141,Age 80 to 84,W07000046,white,male
875,Age 85 and over,W07000046,white,male
7093,Age 15 and below,W07000046,white,female
979,Age 16 to 17,W07000046,white,female
799,Age 18 to 19,W07000046,white,female
1891,Age 20 to 24,W07000046,white,female
2053,Age 25 to 29,W07000046,white,female
2173,Age 30 to 34,W07000046,white,female
2751,Age 35 to 39,W07000046,white,female
3143,Age 40 to 44,W07000046,white,female
3146,Age 45 to 49,W07000046,white,female
3033,Age 50 to 54,W07000046,white,female
2923,Age 55 to 59,W07000046,white,female
3311,Age 60 to 64,W07000046,white,female
2778,Age 65 to 69,W07000046,white,female
2328,Age 70 to 74,W07000046,white,female
1949,Age 75 to 79,W07000046,white,female
1537,Age 80 to 84,W07000046,white,female
1718,Age 85 and over,W07000046,white,female
135,Age 15 and below,W07000046,mixed,male
8,Age 16 to 17,W07000046,mixed,male
8,Age 18 to 19,W07000046,mixed,male
19,Age 20 to 24,W07000046,mixed,male
26,Age 25 to 29,W07000046,mixed,male
12,Age 30 to 34,W07000046,mixed,male
8,Age 35 to 39,W07000046,mixed,male
18,Age 40 to 44,W07000046,mixed,male
14,Age 45 to 49,W07000046,mixed,male
9,Age 50 to 54,W07000046,mixed,male
8,Age 55 to 59,W07000046,mixed,male
7,Age 60 to 64,W07000046,mixed,male
3,Age 65 to 69,W07000046,mixed,male
2,Age 70 to 74,W07000046,mixed,male
3,Age 75 to 79,W07000046,mixed,male
2,Age 80 to 84,W07000046,mixed,male
1,Age 85 and over,W07000046,mixed,male
145,Age 15 and below,W07000046,mixed,female
15,Age 16 to 17,W07000046,mixed,female
8,Age 18 to 19,W07000046,mixed,female
24,Age 20 to 24,W07000046,mixed,female
20,Age 25 to 29,W07000046,mixed,female
21,Age 30 to 34,W07000046,mixed,female
19,Age 35 to 39,W07000046,mixed,female
20,Age 40 to 44,W07000046,mixed,female
17,Age 45 to 49,W07000046,mixed,female
7,Age 50 to 54,W07000046,mixed,female
5,Age 55 to 59,W07000046,mixed,female
3,Age 60 to 64,W07000046,mixed,female
8,Age 65 to 69,W07000046,mixed,female
4,Age 70 to 74,W07000046,mixed,female
1,Age 75 to 79,W07000046,mixed,female
3,Age 80 to 84,W07000046,mixed,female
2,Age 85 and over,W07000046,mixed,female
113,Age 15 and below,W07000046,asian,male
10,Age 16 to 17,W07000046,asian,male
9,Age 18 to 19,W07000046,asian,male
25,Age 20 to 24,W07000046,asian,male
23,Age 25 to 29,W07000046,asian,male
34,Age 30 to 34,W07000046,asian,male
27,Age 35 to 39,W07000046,asian,male
43,Age 40 to 44,W07000046,asian,male
28,Age 45 to 49,W07000046,asian,male
33,Age 50 to 54,W07000046,asian,male
16,Age 55 to 59,W07000046,asian,male
14,Age 60 to 64,W07000046,asian,male
10,Age 65 to 69,W07000046,asian,male
10,Age 70 to 74,W07000046,asian,male
6,Age 75 to 79,W07000046,asian,male
1,Age 80 to 84,W07000046,asian,male
1,Age 85 and over,W07000046,asian,male
88,Age 15 and below,W07000046,asian,female
11,Age 16 to 17,W07000046,asian,female
8,Age 18 to 19,W07000046,asian,female
26,Age 20 to 24,W07000046,asian,female
41,Age 25 to 29,W07000046,asian,female
55,Age 30 to 34,W07000046,asian,female
53,Age 35 to 39,W07000046,asian,female
48,Age 40 to 44,W07000046,asian,female
33,Age 45 to 49,W07000046,asian,female
32,Age 50 to 54,W07000046,asian,female
25,Age 55 to 59,W07000046,asian,female
12,Age 60 to 64,W07000046,asian,female
10,Age 65 to 69,W07000046,asian,female
5,Age 70 to 74,W07000046,asian,female
1,Age 75 to 79,W07000046,asian,female
0,Age 80 to 84,W07000046,asian,female
2,Age 85 and over,W07000046,asian,female
15,Age 15 and below,W07000046,black,male
0,Age 16 to 17,W07000046,black,male
0,Age 18 to 19,W07000046,black,male
8,Age 20 to 24,W07000046,black,male
11,Age 25 to 29,W07000046,black,male
7,Age 30 to 34,W07000046,black,male
9,Age 35 to 39,W07000046,black,male
7,Age 40 to 44,W07000046,black,male
13,Age 45 to 49,W07000046,black,male
4,Age 50 to 54,W07000046,black,male
2,Age 55 to 59,W07000046,black,male
1,Age 60 to 64,W07000046,black,male
2,Age 65 to 69,W07000046,black,male
2,Age 70 to 74,W07000046,black,male
0,Age 75 to 79,W07000046,black,male
1,Age 80 to 84,W07000046,black,male
0,Age 85 and over,W07000046,black,male
12,Age 15 and below,W07000046,black,female
2,Age 16 to 17,W07000046,black,female
2,Age 18 to 19,W07000046,black,female
3,Age 20 to 24,W07000046,black,female
4,Age 25 to 29,W07000046,black,female
7,Age 30 to 34,W07000046,black,female
11,Age 35 to 39,W07000046,black,female
3,Age 40 to 44,W07000046,black,female
4,Age 45 to 49,W07000046,black,female
4,Age 50 to 54,W07000046,black,female
4,Age 55 to 59,W07000046,black,female
2,Age 60 to 64,W07000046,black,female
1,Age 65 to 69,W07000046,black,female
2,Age 70 to 74,W07000046,black,female
1,Age 75 to 79,W07000046,black,female
0,Age 80 to 84,W07000046,black,female
1,Age 85 and over,W07000046,black,female
38,Age 15 and below,W07000046,other,male
5,Age 16 to 17,W07000046,other,male
5,Age 18 to 19,W07000046,other,male
11,Age 20 to 24,W07000046,other,male
18,Age 25 to 29,W07000046,other,male
14,Age 30 to 34,W07000046,other,male
15,Age 35 to 39,W07000046,other,male
12,Age 40 to 44,W07000046,other,male
16,Age 45 to 49,W07000046,other,male
14,Age 50 to 54,W07000046,other,male
10,Age 55 to 59,W07000046,other,male
2,Age 60 to 64,W07000046,other,male
5,Age 65 to 69,W07000046,other,male
1,Age 70 to 74,W07000046,other,male
1,Age 75 to 79,W07000046,other,male
0,Age 80 to 84,W07000046,other,male
1,Age 85 and over,W07000046,other,male
32,Age 15 and below,W07000046,other,female
5,Age 16 to 17,W07000046,other,female
6,Age 18 to 19,W07000046,other,female
8,Age 20 to 24,W07000046,other,female
11,Age 25 to 29,W07000046,other,female
16,Age 30 to 34,W07000046,other,female
12,Age 35 to 39,W07000046,other,female
6,Age 40 to 44,W07000046,other,female
5,Age 45 to 49,W07000046,other,female
6,Age 50 to 54,W07000046,other,female
5,Age 55 to 59,W07000046,other,female
2,Age 60 to 64,W07000046,other,female
2,Age 65 to 69,W07000046,other,female
2,Age 70 to 74,W07000046,other,female
0,Age 75 to 79,W07000046,other,female
1,Age 80 to 84,W07000046,other,female
0,Age 85 and over,W07000046,other,female
4837,Age 15 and below,W07000047,white,male
692,Age 16 to 17,W07000047,white,male
1997,Age 18 to 19,W07000047,white,male
5337,Age 20 to 24,W07000047,white,male
2534,Age 25 to 29,W07000047,white,male
2026,Age 30 to 34,W07000047,white,male
1984,Age 35 to 39,W07000047,white,male
2231,Age 40 to 44,W07000047,white,male
2300,Age 45 to 49,W07000047,white,male
2059,Age 50 to 54,W07000047,white,male
1896,Age 55 to 59,W07000047,white,male
2061,Age 60 to 64,W07000047,white,male
1568,Age 65 to 69,W07000047,white,male
1308,Age 70 to 74,W07000047,white,male
1201,Age 75 to 79,W07000047,white,male
778,Age 80 to 84,W07000047,white,male
583,Age 85 and over,W07000047,white,male
4427,Age 15 and below,W07000047,white,female
670,Age 16 to 17,W07000047,white,female
1924,Age 18 to 19,W07000047,white,female
4459,Age 20 to 24,W07000047,white,female
2076,Age 25 to 29,W07000047,white,female
1699,Age 30 to 34,W07000047,white,female
1811,Age 35 to 39,W07000047,white,female
1992,Age 40 to 44,W07000047,white,female
2166,Age 45 to 49,W07000047,white,female
2163,Age 50 to 54,W07000047,white,female
1975,Age 55 to 59,W07000047,white,female
2139,Age 60 to 64,W07000047,white,female
1756,Age 65 to 69,W07000047,white,female
1695,Age 70 to 74,W07000047,white,female
1557,Age 75 to 79,W07000047,white,female
1230,Age 80 to 84,W07000047,white,female
1198,Age 85 and over,W07000047,white,female
165,Age 15 and below,W07000047,mixed,male
18,Age 16 to 17,W07000047,mixed,male
42,Age 18 to 19,W07000047,mixed,male
119,Age 20 to 24,W07000047,mixed,male
47,Age 25 to 29,W07000047,mixed,male
32,Age 30 to 34,W07000047,mixed,male
27,Age 35 to 39,W07000047,mixed,male
32,Age 40 to 44,W07000047,mixed,male
22,Age 45 to 49,W07000047,mixed,male
8,Age 50 to 54,W07000047,mixed,male
12,Age 55 to 59,W07000047,mixed,male
7,Age 60 to 64,W07000047,mixed,male
4,Age 65 to 69,W07000047,mixed,male
5,Age 70 to 74,W07000047,mixed,male
1,Age 75 to 79,W07000047,mixed,male
1,Age 80 to 84,W07000047,mixed,male
0,Age 85 and over,W07000047,mixed,male
135,Age 15 and below,W07000047,mixed,female
11,Age 16 to 17,W07000047,mixed,female
40,Age 18 to 19,W07000047,mixed,female
87,Age 20 to 24,W07000047,mixed,female
23,Age 25 to 29,W07000047,mixed,female
28,Age 30 to 34,W07000047,mixed,female
14,Age 35 to 39,W07000047,mixed,female
19,Age 40 to 44,W07000047,mixed,female
20,Age 45 to 49,W07000047,mixed,female
16,Age 50 to 54,W07000047,mixed,female
10,Age 55 to 59,W07000047,mixed,female
7,Age 60 to 64,W07000047,mixed,female
6,Age 65 to 69,W07000047,mixed,female
2,Age 70 to 74,W07000047,mixed,female
1,Age 75 to 79,W07000047,mixed,female
0,Age 80 to 84,W07000047,mixed,female
1,Age 85 and over,W07000047,mixed,female
547,Age 15 and below,W07000047,asian,male
63,Age 16 to 17,W07000047,asian,male
148,Age 18 to 19,W07000047,asian,male
596,Age 20 to 24,W07000047,asian,male
305,Age 25 to 29,W07000047,asian,male
224,Age 30 to 34,W07000047,asian,male
195,Age 35 to 39,W07000047,asian,male
144,Age 40 to 44,W07000047,asian,male
107,Age 45 to 49,W07000047,asian,male
83,Age 50 to 54,W07000047,asian,male
73,Age 55 to 59,W07000047,asian,male
30,Age 60 to 64,W07000047,asian,male
23,Age 65 to 69,W07000047,asian,male
31,Age 70 to 74,W07000047,asian,male
17,Age 75 to 79,W07000047,asian,male
16,Age 80 to 84,W07000047,asian,male
6,Age 85 and over,W07000047,asian,male
521,Age 15 and below,W07000047,asian,female
47,Age 16 to 17,W07000047,asian,female
109,Age 18 to 19,W07000047,asian,female
547,Age 20 to 24,W07000047,asian,female
204,Age 25 to 29,W07000047,asian,female
210,Age 30 to 34,W07000047,asian,female
196,Age 35 to 39,W07000047,asian,female
145,Age 40 to 44,W07000047,asian,female
103,Age 45 to 49,W07000047,asian,female
77,Age 50 to 54,W07000047,asian,female
63,Age 55 to 59,W07000047,asian,female
46,Age 60 to 64,W07000047,asian,female
18,Age 65 to 69,W07000047,asian,female
21,Age 70 to 74,W07000047,asian,female
18,Age 75 to 79,W07000047,asian,female
11,Age 80 to 84,W07000047,asian,female
3,Age 85 and over,W07000047,asian,female
109,Age 15 and below,W07000047,black,male
12,Age 16 to 17,W07000047,black,male
45,Age 18 to 19,W07000047,black,male
88,Age 20 to 24,W07000047,black,male
137,Age 25 to 29,W07000047,black,male
134,Age 30 to 34,W07000047,black,male
73,Age 35 to 39,W07000047,black,male
37,Age 40 to 44,W07000047,black,male
34,Age 45 to 49,W07000047,black,male
14,Age 50 to 54,W07000047,black,male
6,Age 55 to 59,W07000047,black,male
6,Age 60 to 64,W07000047,black,male
2,Age 65 to 69,W07000047,black,male
1,Age 70 to 74,W07000047,black,male
1,Age 75 to 79,W07000047,black,male
0,Age 80 to 84,W07000047,black,male
0,Age 85 and over,W07000047,black,male
74,Age 15 and below,W07000047,black,female
11,Age 16 to 17,W07000047,black,female
37,Age 18 to 19,W07000047,black,female
88,Age 20 to 24,W07000047,black,female
78,Age 25 to 29,W07000047,black,female
40,Age 30 to 34,W07000047,black,female
54,Age 35 to 39,W07000047,black,female
35,Age 40 to 44,W07000047,black,female
10,Age 45 to 49,W07000047,black,female
14,Age 50 to 54,W07000047,black,female
4,Age 55 to 59,W07000047,black,female
5,Age 60 to 64,W07000047,black,female
0,Age 65 to 69,W07000047,black,female
4,Age 70 to 74,W07000047,black,female
0,Age 75 to 79,W07000047,black,female
0,Age 80 to 84,W07000047,black,female
0,Age 85 and over,W07000047,black,female
178,Age 15 and below,W07000047,other,male
13,Age 16 to 17,W07000047,other,male
57,Age 18 to 19,W07000047,other,male
281,Age 20 to 24,W07000047,other,male
194,Age 25 to 29,W07000047,other,male
140,Age 30 to 34,W07000047,other,male
120,Age 35 to 39,W07000047,other,male
56,Age 40 to 44,W07000047,other,male
35,Age 45 to 49,W07000047,other,male
34,Age 50 to 54,W07000047,other,male
17,Age 55 to 59,W07000047,other,male
12,Age 60 to 64,W07000047,other,male
6,Age 65 to 69,W07000047,other,male
6,Age 70 to 74,W07000047,other,male
0,Age 75 to 79,W07000047,other,male
2,Age 80 to 84,W07000047,other,male
3,Age 85 and over,W07000047,other,male
154,Age 15 and below,W07000047,other,female
14,Age 16 to 17,W07000047,other,female
39,Age 18 to 19,W07000047,other,female
48,Age 20 to 24,W07000047,other,female
74,Age 25 to 29,W07000047,other,female
75,Age 30 to 34,W07000047,other,female
45,Age 35 to 39,W07000047,other,female
23,Age 40 to 44,W07000047,other,female
34,Age 45 to 49,W07000047,other,female
11,Age 50 to 54,W07000047,other,female
8,Age 55 to 59,W07000047,other,female
8,Age 60 to 64,W07000047,other,female
4,Age 65 to 69,W07000047,other,female
5,Age 70 to 74,W07000047,other,female
4,Age 75 to 79,W07000047,other,female
1,Age 80 to 84,W07000047,other,female
0,Age 85 and over,W07000047,other,female
9615,Age 15 and below,W07000048,white,male
1292,Age 16 to 17,W07000048,white,male
1248,Age 18 to 19,W07000048,white,male
3000,Age 20 to 24,W07000048,white,male
3534,Age 25 to 29,W07000048,white,male
3412,Age 30 to 34,W07000048,white,male
3074,Age 35 to 39,W07000048,white,male
3370,Age 40 to 44,W07000048,white,male
3556,Age 45 to 49,W07000048,white,male
3203,Age 50 to 54,W07000048,white,male
2893,Age 55 to 59,W07000048,white,male
2940,Age 60 to 64,W07000048,white,male
2315,Age 65 to 69,W07000048,white,male
1891,Age 70 to 74,W07000048,white,male
1550,Age 75 to 79,W07000048,white,male
940,Age 80 to 84,W07000048,white,male
626,Age 85 and over,W07000048,white,male
9263,Age 15 and below,W07000048,white,female
1132,Age 16 to 17,W07000048,white,female
1132,Age 18 to 19,W07000048,white,female
3272,Age 20 to 24,W07000048,white,female
3585,Age 25 to 29,W07000048,white,female
3266,Age 30 to 34,W07000048,white,female
3145,Age 35 to 39,W07000048,white,female
3419,Age 40 to 44,W07000048,white,female
3672,Age 45 to 49,W07000048,white,female
3513,Age 50 to 54,W07000048,white,female
3038,Age 55 to 59,W07000048,white,female
3315,Age 60 to 64,W07000048,white,female
2587,Age 65 to 69,W07000048,white,female
2126,Age 70 to 74,W07000048,white,female
1841,Age 75 to 79,W07000048,white,female
1379,Age 80 to 84,W07000048,white,female
1360,Age 85 and over,W07000048,white,female
158,Age 15 and below,W07000048,mixed,male
13,Age 16 to 17,W07000048,mixed,male
21,Age 18 to 19,W07000048,mixed,male
32,Age 20 to 24,W07000048,mixed,male
35,Age 25 to 29,W07000048,mixed,male
32,Age 30 to 34,W07000048,mixed,male
20,Age 35 to 39,W07000048,mixed,male
30,Age 40 to 44,W07000048,mixed,male
17,Age 45 to 49,W07000048,mixed,male
16,Age 50 to 54,W07000048,mixed,male
12,Age 55 to 59,W07000048,mixed,male
13,Age 60 to 64,W07000048,mixed,male
4,Age 65 to 69,W07000048,mixed,male
6,Age 70 to 74,W07000048,mixed,male
2,Age 75 to 79,W07000048,mixed,male
1,Age 80 to 84,W07000048,mixed,male
1,Age 85 and over,W07000048,mixed,male
171,Age 15 and below,W07000048,mixed,female
18,Age 16 to 17,W07000048,mixed,female
18,Age 18 to 19,W07000048,mixed,female
43,Age 20 to 24,W07000048,mixed,female
26,Age 25 to 29,W07000048,mixed,female
31,Age 30 to 34,W07000048,mixed,female
33,Age 35 to 39,W07000048,mixed,female
34,Age 40 to 44,W07000048,mixed,female
14,Age 45 to 49,W07000048,mixed,female
19,Age 50 to 54,W07000048,mixed,female
9,Age 55 to 59,W07000048,mixed,female
9,Age 60 to 64,W07000048,mixed,female
11,Age 65 to 69,W07000048,mixed,female
7,Age 70 to 74,W07000048,mixed,female
2,Age 75 to 79,W07000048,mixed,female
2,Age 80 to 84,W07000048,mixed,female
0,Age 85 and over,W07000048,mixed,female
523,Age 15 and below,W07000048,asian,male
38,Age 16 to 17,W07000048,asian,male
33,Age 18 to 19,W07000048,asian,male
110,Age 20 to 24,W07000048,asian,male
102,Age 25 to 29,W07000048,asian,male
170,Age 30 to 34,W07000048,asian,male
172,Age 35 to 39,W07000048,asian,male
143,Age 40 to 44,W07000048,asian,male
72,Age 45 to 49,W07000048,asian,male
48,Age 50 to 54,W07000048,asian,male
27,Age 55 to 59,W07000048,asian,male
19,Age 60 to 64,W07000048,asian,male
10,Age 65 to 69,W07000048,asian,male
26,Age 70 to 74,W07000048,asian,male
5,Age 75 to 79,W07000048,asian,male
3,Age 80 to 84,W07000048,asian,male
0,Age 85 and over,W07000048,asian,male
466,Age 15 and below,W07000048,asian,female
34,Age 16 to 17,W07000048,asian,female
42,Age 18 to 19,W07000048,asian,female
102,Age 20 to 24,W07000048,asian,female
122,Age 25 to 29,W07000048,asian,female
209,Age 30 to 34,W07000048,asian,female
195,Age 35 to 39,W07000048,asian,female
113,Age 40 to 44,W07000048,asian,female
62,Age 45 to 49,W07000048,asian,female
51,Age 50 to 54,W07000048,asian,female
34,Age 55 to 59,W07000048,asian,female
24,Age 60 to 64,W07000048,asian,female
8,Age 65 to 69,W07000048,asian,female
8,Age 70 to 74,W07000048,asian,female
2,Age 75 to 79,W07000048,asian,female
3,Age 80 to 84,W07000048,asian,female
2,Age 85 and over,W07000048,asian,female
123,Age 15 and below,W07000048,black,male
12,Age 16 to 17,W07000048,black,male
7,Age 18 to 19,W07000048,black,male
30,Age 20 to 24,W07000048,black,male
49,Age 25 to 29,W07000048,black,male
71,Age 30 to 34,W07000048,black,male
53,Age 35 to 39,W07000048,black,male
33,Age 40 to 44,W07000048,black,male
30,Age 45 to 49,W07000048,black,male
29,Age 50 to 54,W07000048,black,male
7,Age 55 to 59,W07000048,black,male
6,Age 60 to 64,W07000048,black,male
2,Age 65 to 69,W07000048,black,male
4,Age 70 to 74,W07000048,black,male
0,Age 75 to 79,W07000048,black,male
0,Age 80 to 84,W07000048,black,male
1,Age 85 and over,W07000048,black,male
