N,age,constituency,ethnicity,sex
96,Age 70 to 74,E14000778,asian,female
58,Age 75 to 79,E14000778,asian,female
35,Age 80 to 84,E14000778,asian,female
16,Age 85 and over,E14000778,asian,female
733,Age 15 and below,E14000778,black,male
89,Age 16 to 17,E14000778,black,male
63,Age 18 to 19,E14000778,black,male
127,Age 20 to 24,E14000778,black,male
147,Age 25 to 29,E14000778,black,male
179,Age 30 to 34,E14000778,black,male
250,Age 35 to 39,E14000778,black,male
246,Age 40 to 44,E14000778,black,male
200,Age 45 to 49,E14000778,black,male
132,Age 50 to 54,E14000778,black,male
69,Age 55 to 59,E14000778,black,male
13,Age 60 to 64,E14000778,black,male
25,Age 65 to 69,E14000778,black,male
30,Age 70 to 74,E14000778,black,male
30,Age 75 to 79,E14000778,black,male
17,Age 80 to 84,E14000778,black,male
5,Age 85 and over,E14000778,black,male
771,Age 15 and below,E14000778,black,female
77,Age 16 to 17,E14000778,black,female
73,Age 18 to 19,E14000778,black,female
139,Age 20 to 24,E14000778,black,female
214,Age 25 to 29,E14000778,black,female
248,Age 30 to 34,E14000778,black,female
244,Age 35 to 39,E14000778,black,female
215,Age 40 to 44,E14000778,black,female
213,Age 45 to 49,E14000778,black,female
120,Age 50 to 54,E14000778,black,female
60,Age 55 to 59,E14000778,black,female
26,Age 60 to 64,E14000778,black,female
23,Age 65 to 69,E14000778,black,female
31,Age 70 to 74,E14000778,black,female
35,Age 75 to 79,E14000778,black,female
16,Age 80 to 84,E14000778,black,female
7,Age 85 and over,E14000778,black,female
92,Age 15 and below,E14000778,other,male
8,Age 16 to 17,E14000778,other,male
7,Age 18 to 19,E14000778,other,male
18,Age 20 to 24,E14000778,other,male
47,Age 25 to 29,E14000778,other,male
60,Age 30 to 34,E14000778,other,male
49,Age 35 to 39,E14000778,other,male
28,Age 40 to 44,E14000778,other,male
12,Age 45 to 49,E14000778,other,male
18,Age 50 to 54,E14000778,other,male
12,Age 55 to 59,E14000778,other,male
8,Age 60 to 64,E14000778,other,male
7,Age 65 to 69,E14000778,other,male
6,Age 70 to 74,E14000778,other,male
1,Age 75 to 79,E14000778,other,male
1,Age 80 to 84,E14000778,other,male
1,Age 85 and over,E14000778,other,male
93,Age 15 and below,E14000778,other,female
5,Age 16 to 17,E14000778,other,female
6,Age 18 to 19,E14000778,other,female
11,Age 20 to 24,E14000778,other,female
22,Age 25 to 29,E14000778,other,female
29,Age 30 to 34,E14000778,other,female
34,Age 35 to 39,E14000778,other,female
21,Age 40 to 44,E14000778,other,female
13,Age 45 to 49,E14000778,other,female
7,Age 50 to 54,E14000778,other,female
10,Age 55 to 59,E14000778,other,female
3,Age 60 to 64,E14000778,other,female
6,Age 65 to 69,E14000778,other,female
2,Age 70 to 74,E14000778,other,female
6,Age 75 to 79,E14000778,other,female
0,Age 80 to 84,E14000778,other,female
1,Age 85 and over,E14000778,other,female
4845,Age 15 and below,E14000779,white,male
728,Age 16 to 17,E14000779,white,male
621,Age 18 to 19,E14000779,white,male
1576,Age 20 to 24,E14000779,white,male
2414,Age 25 to 29,E14000779,white,male
2455,Age 30 to 34,E14000779,white,male
2229,Age 35 to 39,E14000779,white,male
2205,Age 40 to 44,E14000779,white,male
2147,Age 45 to 49,E14000779,white,male
2086,Age 50 to 54,E14000779,white,male
1899,Age 55 to 59,E14000779,white,male
1984,Age 60 to 64,E14000779,white,male
1426,Age 65 to 69,E14000779,white,male
1097,Age 70 to 74,E14000779,white,male
988,Age 75 to 79,E14000779,white,male
803,Age 80 to 84,E14000779,white,male
760,Age 85 and over,E14000779,white,male
4799,Age 15 and below,E14000779,white,female
649,Age 16 to 17,E14000779,white,female
537,Age 18 to 19,E14000779,white,female
1660,Age 20 to 24,E14000779,white,female
2630,Age 25 to 29,E14000779,white,female
2393,Age 30 to 34,E14000779,white,female
2249,Age 35 to 39,E14000779,white,female
2316,Age 40 to 44,E14000779,white,female
2462,Age 45 to 49,E14000779,white,female
2325,Age 50 to 54,E14000779,white,female
2031,Age 55 to 59,E14000779,white,female
2122,Age 60 to 64,E14000779,white,female
1537,Age 65 to 69,E14000779,white,female
1431,Age 70 to 74,E14000779,white,female
1348,Age 75 to 79,E14000779,white,female
1244,Age 80 to 84,E14000779,white,female
1419,Age 85 and over,E14000779,white,female
1015,Age 15 and below,E14000779,mixed,male
88,Age 16 to 17,E14000779,mixed,male
66,Age 18 to 19,E14000779,mixed,male
128,Age 20 to 24,E14000779,mixed,male
152,Age 25 to 29,E14000779,mixed,male
131,Age 30 to 34,E14000779,mixed,male
65,Age 35 to 39,E14000779,mixed,male
95,Age 40 to 44,E14000779,mixed,male
62,Age 45 to 49,E14000779,mixed,male
34,Age 50 to 54,E14000779,mixed,male
20,Age 55 to 59,E14000779,mixed,male
11,Age 60 to 64,E14000779,mixed,male
5,Age 65 to 69,E14000779,mixed,male
10,Age 70 to 74,E14000779,mixed,male
8,Age 75 to 79,E14000779,mixed,male
4,Age 80 to 84,E14000779,mixed,male
1,Age 85 and over,E14000779,mixed,male
922,Age 15 and below,E14000779,mixed,female
92,Age 16 to 17,E14000779,mixed,female
119,Age 18 to 19,E14000779,mixed,female
176,Age 20 to 24,E14000779,mixed,female
169,Age 25 to 29,E14000779,mixed,female
120,Age 30 to 34,E14000779,mixed,female
105,Age 35 to 39,E14000779,mixed,female
104,Age 40 to 44,E14000779,mixed,female
76,Age 45 to 49,E14000779,mixed,female
53,Age 50 to 54,E14000779,mixed,female
34,Age 55 to 59,E14000779,mixed,female
12,Age 60 to 64,E14000779,mixed,female
6,Age 65 to 69,E14000779,mixed,female
11,Age 70 to 74,E14000779,mixed,female
8,Age 75 to 79,E14000779,mixed,female
2,Age 80 to 84,E14000779,mixed,female
1,Age 85 and over,E14000779,mixed,female
2046,Age 15 and below,E14000779,asian,male
256,Age 16 to 17,E14000779,asian,male
223,Age 18 to 19,E14000779,asian,male
515,Age 20 to 24,E14000779,asian,male
589,Age 25 to 29,E14000779,asian,male
722,Age 30 to 34,E14000779,asian,male
674,Age 35 to 39,E14000779,asian,male
560,Age 40 to 44,E14000779,asian,male
392,Age 45 to 49,E14000779,asian,male
370,Age 50 to 54,E14000779,asian,male
348,Age 55 to 59,E14000779,asian,male
186,Age 60 to 64,E14000779,asian,male
124,Age 65 to 69,E14000779,asian,male
93,Age 70 to 74,E14000779,asian,male
102,Age 75 to 79,E14000779,asian,male
53,Age 80 to 84,E14000779,asian,male
27,Age 85 and over,E14000779,asian,male
1936,Age 15 and below,E14000779,asian,female
252,Age 16 to 17,E14000779,asian,female
204,Age 18 to 19,E14000779,asian,female
554,Age 20 to 24,E14000779,asian,female
720,Age 25 to 29,E14000779,asian,female
827,Age 30 to 34,E14000779,asian,female
634,Age 35 to 39,E14000779,asian,female
573,Age 40 to 44,E14000779,asian,female
446,Age 45 to 49,E14000779,asian,female
382,Age 50 to 54,E14000779,asian,female
310,Age 55 to 59,E14000779,asian,female
223,Age 60 to 64,E14000779,asian,female
138,Age 65 to 69,E14000779,asian,female
147,Age 70 to 74,E14000779,asian,female
130,Age 75 to 79,E14000779,asian,female
64,Age 80 to 84,E14000779,asian,female
28,Age 85 and over,E14000779,asian,female
716,Age 15 and below,E14000779,black,male
90,Age 16 to 17,E14000779,black,male
76,Age 18 to 19,E14000779,black,male
179,Age 20 to 24,E14000779,black,male
146,Age 25 to 29,E14000779,black,male
200,Age 30 to 34,E14000779,black,male
231,Age 35 to 39,E14000779,black,male
351,Age 40 to 44,E14000779,black,male
335,Age 45 to 49,E14000779,black,male
205,Age 50 to 54,E14000779,black,male
100,Age 55 to 59,E14000779,black,male
61,Age 60 to 64,E14000779,black,male
58,Age 65 to 69,E14000779,black,male
99,Age 70 to 74,E14000779,black,male
111,Age 75 to 79,E14000779,black,male
57,Age 80 to 84,E14000779,black,male
25,Age 85 and over,E14000779,black,male
770,Age 15 and below,E14000779,black,female
101,Age 16 to 17,E14000779,black,female
71,Age 18 to 19,E14000779,black,female
193,Age 20 to 24,E14000779,black,female
215,Age 25 to 29,E14000779,black,female
289,Age 30 to 34,E14000779,black,female
266,Age 35 to 39,E14000779,black,female
339,Age 40 to 44,E14000779,black,female
368,Age 45 to 49,E14000779,black,female
236,Age 50 to 54,E14000779,black,female
138,Age 55 to 59,E14000779,black,female
73,Age 60 to 64,E14000779,black,female
87,Age 65 to 69,E14000779,black,female
129,Age 70 to 74,E14000779,black,female
115,Age 75 to 79,E14000779,black,female
52,Age 80 to 84,E14000779,black,female
32,Age 85 and over,E14000779,black,female
231,Age 15 and below,E14000779,other,male
27,Age 16 to 17,E14000779,other,male
24,Age 18 to 19,E14000779,other,male
45,Age 20 to 24,E14000779,other,male
79,Age 25 to 29,E14000779,other,male
111,Age 30 to 34,E14000779,other,male
120,Age 35 to 39,E14000779,other,male
82,Age 40 to 44,E14000779,other,male
49,Age 45 to 49,E14000779,other,male
46,Age 50 to 54,E14000779,other,male
63,Age 55 to 59,E14000779,other,male
44,Age 60 to 64,E14000779,other,male
23,Age 65 to 69,E14000779,other,male
19,Age 70 to 74,E14000779,other,male
13,Age 75 to 79,E14000779,other,male
15,Age 80 to 84,E14000779,other,male
3,Age 85 and over,E14000779,other,male
183,Age 15 and below,E14000779,other,female
18,Age 16 to 17,E14000779,other,female
17,Age 18 to 19,E14000779,other,female
49,Age 20 to 24,E14000779,other,female
68,Age 25 to 29,E14000779,other,female
91,Age 30 to 34,E14000779,other,female
63,Age 35 to 39,E14000779,other,female
65,Age 40 to 44,E14000779,other,female
34,Age 45 to 49,E14000779,other,female
50,Age 50 to 54,E14000779,other,female
40,Age 55 to 59,E14000779,other,female
24,Age 60 to 64,E14000779,other,female
19,Age 65 to 69,E14000779,other,female
10,Age 70 to 74,E14000779,other,female
17,Age 75 to 79,E14000779,other,female
10,Age 80 to 84,E14000779,other,female
6,Age 85 and over,E14000779,other,female
4828,Age 15 and below,E14000780,white,male
649,Age 16 to 17,E14000780,white,male
2373,Age 18 to 19,E14000780,white,male
8982,Age 20 to 24,E14000780,white,male
2942,Age 25 to 29,E14000780,white,male
2026,Age 30 to 34,E14000780,white,male
1898,Age 35 to 39,E14000780,white,male
2021,Age 40 to 44,E14000780,white,male
2245,Age 45 to 49,E14000780,white,male
1999,Age 50 to 54,E14000780,white,male
1917,Age 55 to 59,E14000780,white,male
2166,Age 60 to 64,E14000780,white,male
1511,Age 65 to 69,E14000780,white,male
1203,Age 70 to 74,E14000780,white,male
1077,Age 75 to 79,E14000780,white,male
695,Age 80 to 84,E14000780,white,male
624,Age 85 and over,E14000780,white,male
4451,Age 15 and below,E14000780,white,female
668,Age 16 to 17,E14000780,white,female
3038,Age 18 to 19,E14000780,white,female
9870,Age 20 to 24,E14000780,white,female
2331,Age 25 to 29,E14000780,white,female
1840,Age 30 to 34,E14000780,white,female
1878,Age 35 to 39,E14000780,white,female
2134,Age 40 to 44,E14000780,white,female
2234,Age 45 to 49,E14000780,white,female
2104,Age 50 to 54,E14000780,white,female
2040,Age 55 to 59,E14000780,white,female
2270,Age 60 to 64,E14000780,white,female
1567,Age 65 to 69,E14000780,white,female
1479,Age 70 to 74,E14000780,white,female
1346,Age 75 to 79,E14000780,white,female
1172,Age 80 to 84,E14000780,white,female
1246,Age 85 and over,E14000780,white,female
370,Age 15 and below,E14000780,mixed,male
46,Age 16 to 17,E14000780,mixed,male
83,Age 18 to 19,E14000780,mixed,male
341,Age 20 to 24,E14000780,mixed,male
77,Age 25 to 29,E14000780,mixed,male
65,Age 30 to 34,E14000780,mixed,male
51,Age 35 to 39,E14000780,mixed,male
62,Age 40 to 44,E14000780,mixed,male
31,Age 45 to 49,E14000780,mixed,male
12,Age 50 to 54,E14000780,mixed,male
21,Age 55 to 59,E14000780,mixed,male
7,Age 60 to 64,E14000780,mixed,male
4,Age 65 to 69,E14000780,mixed,male
1,Age 70 to 74,E14000780,mixed,male
5,Age 75 to 79,E14000780,mixed,male
2,Age 80 to 84,E14000780,mixed,male
3,Age 85 and over,E14000780,mixed,male
322,Age 15 and below,E14000780,mixed,female
41,Age 16 to 17,E14000780,mixed,female
125,Age 18 to 19,E14000780,mixed,female
356,Age 20 to 24,E14000780,mixed,female
80,Age 25 to 29,E14000780,mixed,female
71,Age 30 to 34,E14000780,mixed,female
45,Age 35 to 39,E14000780,mixed,female
38,Age 40 to 44,E14000780,mixed,female
25,Age 45 to 49,E14000780,mixed,female
16,Age 50 to 54,E14000780,mixed,female
18,Age 55 to 59,E14000780,mixed,female
9,Age 60 to 64,E14000780,mixed,female
5,Age 65 to 69,E14000780,mixed,female
4,Age 70 to 74,E14000780,mixed,female
2,Age 75 to 79,E14000780,mixed,female
2,Age 80 to 84,E14000780,mixed,female
5,Age 85 and over,E14000780,mixed,female
527,Age 15 and below,E14000780,asian,male
62,Age 16 to 17,E14000780,asian,male
101,Age 18 to 19,E14000780,asian,male
419,Age 20 to 24,E14000780,asian,male
299,Age 25 to 29,E14000780,asian,male
235,Age 30 to 34,E14000780,asian,male
188,Age 35 to 39,E14000780,asian,male
170,Age 40 to 44,E14000780,asian,male
124,Age 45 to 49,E14000780,asian,male
128,Age 50 to 54,E14000780,asian,male
101,Age 55 to 59,E14000780,asian,male
62,Age 60 to 64,E14000780,asian,male
41,Age 65 to 69,E14000780,asian,male
44,Age 70 to 74,E14000780,asian,male
24,Age 75 to 79,E14000780,asian,male
18,Age 80 to 84,E14000780,asian,male
10,Age 85 and over,E14000780,asian,male
447,Age 15 and below,E14000780,asian,female
38,Age 16 to 17,E14000780,asian,female
141,Age 18 to 19,E14000780,asian,female
352,Age 20 to 24,E14000780,asian,female
243,Age 25 to 29,E14000780,asian,female
245,Age 30 to 34,E14000780,asian,female
178,Age 35 to 39,E14000780,asian,female
180,Age 40 to 44,E14000780,asian,female
119,Age 45 to 49,E14000780,asian,female
140,Age 50 to 54,E14000780,asian,female
92,Age 55 to 59,E14000780,asian,female
76,Age 60 to 64,E14000780,asian,female
35,Age 65 to 69,E14000780,asian,female
63,Age 70 to 74,E14000780,asian,female
36,Age 75 to 79,E14000780,asian,female
16,Age 80 to 84,E14000780,asian,female
14,Age 85 and over,E14000780,asian,female
116,Age 15 and below,E14000780,black,male
13,Age 16 to 17,E14000780,black,male
28,Age 18 to 19,E14000780,black,male
125,Age 20 to 24,E14000780,black,male
62,Age 25 to 29,E14000780,black,male
53,Age 30 to 34,E14000780,black,male
51,Age 35 to 39,E14000780,black,male
66,Age 40 to 44,E14000780,black,male
42,Age 45 to 49,E14000780,black,male
29,Age 50 to 54,E14000780,black,male
19,Age 55 to 59,E14000780,black,male
3,Age 60 to 64,E14000780,black,male
11,Age 65 to 69,E14000780,black,male
11,Age 70 to 74,E14000780,black,male
10,Age 75 to 79,E14000780,black,male
1,Age 80 to 84,E14000780,black,male
3,Age 85 and over,E14000780,black,male
82,Age 15 and below,E14000780,black,female
3,Age 16 to 17,E14000780,black,female
42,Age 18 to 19,E14000780,black,female
80,Age 20 to 24,E14000780,black,female
58,Age 25 to 29,E14000780,black,female
40,Age 30 to 34,E14000780,black,female
32,Age 35 to 39,E14000780,black,female
43,Age 40 to 44,E14000780,black,female
29,Age 45 to 49,E14000780,black,female
22,Age 50 to 54,E14000780,black,female
9,Age 55 to 59,E14000780,black,female
9,Age 60 to 64,E14000780,black,female
5,Age 65 to 69,E14000780,black,female
2,Age 70 to 74,E14000780,black,female
6,Age 75 to 79,E14000780,black,female
2,Age 80 to 84,E14000780,black,female
1,Age 85 and over,E14000780,black,female
149,Age 15 and below,E14000780,other,male
12,Age 16 to 17,E14000780,other,male
9,Age 18 to 19,E14000780,other,male
85,Age 20 to 24,E14000780,other,male
49,Age 25 to 29,E14000780,other,male
102,Age 30 to 34,E14000780,other,male
61,Age 35 to 39,E14000780,other,male
48,Age 40 to 44,E14000780,other,male
30,Age 45 to 49,E14000780,other,male
18,Age 50 to 54,E14000780,other,male
34,Age 55 to 59,E14000780,other,male
17,Age 60 to 64,E14000780,other,male
4,Age 65 to 69,E14000780,other,male
6,Age 70 to 74,E14000780,other,male
4,Age 75 to 79,E14000780,other,male
1,Age 80 to 84,E14000780,other,male
4,Age 85 and over,E14000780,other,male
170,Age 15 and below,E14000780,other,female
13,Age 16 to 17,E14000780,other,female
22,Age 18 to 19,E14000780,other,female
64,Age 20 to 24,E14000780,other,female
71,Age 25 to 29,E14000780,other,female
74,Age 30 to 34,E14000780,other,female
39,Age 35 to 39,E14000780,other,female
23,Age 40 to 44,E14000780,other,female
21,Age 45 to 49,E14000780,other,female
29,Age 50 to 54,E14000780,other,female
12,Age 55 to 59,E14000780,other,female
9,Age 60 to 64,E14000780,other,female
4,Age 65 to 69,E14000780,other,female
4,Age 70 to 74,E14000780,other,female
4,Age 75 to 79,E14000780,other,female
3,Age 80 to 84,E14000780,other,female
1,Age 85 and over,E14000780,other,female
7049,Age 15 and below,E14000781,white,male
910,Age 16 to 17,E14000781,white,male
1399,Age 18 to 19,E14000781,white,male
4219,Age 20 to 24,E14000781,white,male
4158,Age 25 to 29,E14000781,white,male
3375,Age 30 to 34,E14000781,white,male
2782,Age 35 to 39,E14000781,white,male
2858,Age 40 to 44,E14000781,white,male
2884,Age 45 to 49,E14000781,white,male
2521,Age 50 to 54,E14000781,white,male
2166,Age 55 to 59,E14000781,white,male
2209,Age 60 to 64,E14000781,white,male
1518,Age 65 to 69,E14000781,white,male
1222,Age 70 to 74,E14000781,white,male
1064,Age 75 to 79,E14000781,white,male
708,Age 80 to 84,E14000781,white,male
511,Age 85 and over,E14000781,white,male
6923,Age 15 and below,E14000781,white,female
862,Age 16 to 17,E14000781,white,female
1419,Age 18 to 19,E14000781,white,female
4247,Age 20 to 24,E14000781,white,female
4260,Age 25 to 29,E14000781,white,female
3189,Age 30 to 34,E14000781,white,female
2729,Age 35 to 39,E14000781,white,female
2850,Age 40 to 44,E14000781,white,female
2770,Age 45 to 49,E14000781,white,female
2523,Age 50 to 54,E14000781,white,female
2073,Age 55 to 59,E14000781,white,female
2120,Age 60 to 64,E14000781,white,female
1619,Age 65 to 69,E14000781,white,female
1482,Age 70 to 74,E14000781,white,female
1435,Age 75 to 79,E14000781,white,female
1126,Age 80 to 84,E14000781,white,female
1136,Age 85 and over,E14000781,white,female
548,Age 15 and below,E14000781,mixed,male
50,Age 16 to 17,E14000781,mixed,male
53,Age 18 to 19,E14000781,mixed,male
139,Age 20 to 24,E14000781,mixed,male
164,Age 25 to 29,E14000781,mixed,male
107,Age 30 to 34,E14000781,mixed,male
76,Age 35 to 39,E14000781,mixed,male
70,Age 40 to 44,E14000781,mixed,male
55,Age 45 to 49,E14000781,mixed,male
22,Age 50 to 54,E14000781,mixed,male
23,Age 55 to 59,E14000781,mixed,male
11,Age 60 to 64,E14000781,mixed,male
7,Age 65 to 69,E14000781,mixed,male
10,Age 70 to 74,E14000781,mixed,male
8,Age 75 to 79,E14000781,mixed,male
1,Age 80 to 84,E14000781,mixed,male
0,Age 85 and over,E14000781,mixed,male
482,Age 15 and below,E14000781,mixed,female
36,Age 16 to 17,E14000781,mixed,female
65,Age 18 to 19,E14000781,mixed,female
164,Age 20 to 24,E14000781,mixed,female
145,Age 25 to 29,E14000781,mixed,female
88,Age 30 to 34,E14000781,mixed,female
75,Age 35 to 39,E14000781,mixed,female
59,Age 40 to 44,E14000781,mixed,female
41,Age 45 to 49,E14000781,mixed,female
26,Age 50 to 54,E14000781,mixed,female
26,Age 55 to 59,E14000781,mixed,female
16,Age 60 to 64,E14000781,mixed,female
3,Age 65 to 69,E14000781,mixed,female
4,Age 70 to 74,E14000781,mixed,female
5,Age 75 to 79,E14000781,mixed,female
2,Age 80 to 84,E14000781,mixed,female
3,Age 85 and over,E14000781,mixed,female
682,Age 15 and below,E14000781,asian,male
78,Age 16 to 17,E14000781,asian,male
81,Age 18 to 19,E14000781,asian,male
301,Age 20 to 24,E14000781,asian,male
309,Age 25 to 29,E14000781,asian,male
302,Age 30 to 34,E14000781,asian,male
255,Age 35 to 39,E14000781,asian,male
198,Age 40 to 44,E14000781,asian,male
132,Age 45 to 49,E14000781,asian,male
109,Age 50 to 54,E14000781,asian,male
88,Age 55 to 59,E14000781,asian,male
51,Age 60 to 64,E14000781,asian,male
33,Age 65 to 69,E14000781,asian,male
26,Age 70 to 74,E14000781,asian,male
28,Age 75 to 79,E14000781,asian,male
17,Age 80 to 84,E14000781,asian,male
9,Age 85 and over,E14000781,asian,male
633,Age 15 and below,E14000781,asian,female
70,Age 16 to 17,E14000781,asian,female
67,Age 18 to 19,E14000781,asian,female
227,Age 20 to 24,E14000781,asian,female
300,Age 25 to 29,E14000781,asian,female
302,Age 30 to 34,E14000781,asian,female
197,Age 35 to 39,E14000781,asian,female
201,Age 40 to 44,E14000781,asian,female
126,Age 45 to 49,E14000781,asian,female
109,Age 50 to 54,E14000781,asian,female
86,Age 55 to 59,E14000781,asian,female
60,Age 60 to 64,E14000781,asian,female
41,Age 65 to 69,E14000781,asian,female
30,Age 70 to 74,E14000781,asian,female
16,Age 75 to 79,E14000781,asian,female
17,Age 80 to 84,E14000781,asian,female
15,Age 85 and over,E14000781,asian,female
313,Age 15 and below,E14000781,black,male
27,Age 16 to 17,E14000781,black,male
32,Age 18 to 19,E14000781,black,male
116,Age 20 to 24,E14000781,black,male
114,Age 25 to 29,E14000781,black,male
147,Age 30 to 34,E14000781,black,male
133,Age 35 to 39,E14000781,black,male
148,Age 40 to 44,E14000781,black,male
92,Age 45 to 49,E14000781,black,male
40,Age 50 to 54,E14000781,black,male
27,Age 55 to 59,E14000781,black,male
9,Age 60 to 64,E14000781,black,male
7,Age 65 to 69,E14000781,black,male
11,Age 70 to 74,E14000781,black,male
8,Age 75 to 79,E14000781,black,male
1,Age 80 to 84,E14000781,black,male
4,Age 85 and over,E14000781,black,male
303,Age 15 and below,E14000781,black,female
36,Age 16 to 17,E14000781,black,female
35,Age 18 to 19,E14000781,black,female
87,Age 20 to 24,E14000781,black,female
142,Age 25 to 29,E14000781,black,female
120,Age 30 to 34,E14000781,black,female
133,Age 35 to 39,E14000781,black,female
115,Age 40 to 44,E14000781,black,female
69,Age 45 to 49,E14000781,black,female
47,Age 50 to 54,E14000781,black,female
19,Age 55 to 59,E14000781,black,female
8,Age 60 to 64,E14000781,black,female
10,Age 65 to 69,E14000781,black,female
11,Age 70 to 74,E14000781,black,female
11,Age 75 to 79,E14000781,black,female
3,Age 80 to 84,E14000781,black,female
2,Age 85 and over,E14000781,black,female
137,Age 15 and below,E14000781,other,male
4,Age 16 to 17,E14000781,other,male
10,Age 18 to 19,E14000781,other,male
22,Age 20 to 24,E14000781,other,male
35,Age 25 to 29,E14000781,other,male
90,Age 30 to 34,E14000781,other,male
56,Age 35 to 39,E14000781,other,male
55,Age 40 to 44,E14000781,other,male
31,Age 45 to 49,E14000781,other,male
9,Age 50 to 54,E14000781,other,male
12,Age 55 to 59,E14000781,other,male
7,Age 60 to 64,E14000781,other,male
3,Age 65 to 69,E14000781,other,male
1,Age 70 to 74,E14000781,other,male
1,Age 75 to 79,E14000781,other,male
0,Age 80 to 84,E14000781,other,male
0,Age 85 and over,E14000781,other,male
124,Age 15 and below,E14000781,other,female
7,Age 16 to 17,E14000781,other,female
6,Age 18 to 19,E14000781,other,female
22,Age 20 to 24,E14000781,other,female
47,Age 25 to 29,E14000781,other,female
53,Age 30 to 34,E14000781,other,female
30,Age 35 to 39,E14000781,other,female
23,Age 40 to 44,E14000781,other,female
6,Age 45 to 49,E14000781,other,female
14,Age 50 to 54,E14000781,other,female
8,Age 55 to 59,E14000781,other,female
7,Age 60 to 64,E14000781,other,female
3,Age 65 to 69,E14000781,other,female
1,Age 70 to 74,E14000781,other,female
1,Age 75 to 79,E14000781,other,female
2,Age 80 to 84,E14000781,other,female
1,Age 85 and over,E14000781,other,female
2894,Age 15 and below,E14000782,white,male
398,Age 16 to 17,E14000782,white,male
363,Age 18 to 19,E14000782,white,male
922,Age 20 to 24,E14000782,white,male
1027,Age 25 to 29,E14000782,white,male
913,Age 30 to 34,E14000782,white,male
848,Age 35 to 39,E14000782,white,male
1040,Age 40 to 44,E14000782,white,male
1156,Age 45 to 49,E14000782,white,male
1086,Age 50 to 54,E14000782,white,male
1041,Age 55 to 59,E14000782,white,male
1132,Age 60 to 64,E14000782,white,male
903,Age 65 to 69,E14000782,white,male
793,Age 70 to 74,E14000782,white,male
714,Age 75 to 79,E14000782,white,male
597,Age 80 to 84,E14000782,white,male
468,Age 85 and over,E14000782,white,male
2740,Age 15 and below,E14000782,white,female
379,Age 16 to 17,E14000782,white,female
371,Age 18 to 19,E14000782,white,female
1063,Age 20 to 24,E14000782,white,female
1066,Age 25 to 29,E14000782,white,female
976,Age 30 to 34,E14000782,white,female
959,Age 35 to 39,E14000782,white,female
1097,Age 40 to 44,E14000782,white,female
1231,Age 45 to 49,E14000782,white,female
1101,Age 50 to 54,E14000782,white,female
1083,Age 55 to 59,E14000782,white,female
1062,Age 60 to 64,E14000782,white,female
937,Age 65 to 69,E14000782,white,female
822,Age 70 to 74,E14000782,white,female
953,Age 75 to 79,E14000782,white,female
863,Age 80 to 84,E14000782,white,female
893,Age 85 and over,E14000782,white,female
914,Age 15 and below,E14000782,mixed,male
90,Age 16 to 17,E14000782,mixed,male
64,Age 18 to 19,E14000782,mixed,male
153,Age 20 to 24,E14000782,mixed,male
120,Age 25 to 29,E14000782,mixed,male
76,Age 30 to 34,E14000782,mixed,male
61,Age 35 to 39,E14000782,mixed,male
54,Age 40 to 44,E14000782,mixed,male
39,Age 45 to 49,E14000782,mixed,male
43,Age 50 to 54,E14000782,mixed,male
29,Age 55 to 59,E14000782,mixed,male
14,Age 60 to 64,E14000782,mixed,male
11,Age 65 to 69,E14000782,mixed,male
14,Age 70 to 74,E14000782,mixed,male
5,Age 75 to 79,E14000782,mixed,male
4,Age 80 to 84,E14000782,mixed,male
1,Age 85 and over,E14000782,mixed,male
794,Age 15 and below,E14000782,mixed,female
82,Age 16 to 17,E14000782,mixed,female
59,Age 18 to 19,E14000782,mixed,female
157,Age 20 to 24,E14000782,mixed,female
162,Age 25 to 29,E14000782,mixed,female
111,Age 30 to 34,E14000782,mixed,female
75,Age 35 to 39,E14000782,mixed,female
68,Age 40 to 44,E14000782,mixed,female
59,Age 45 to 49,E14000782,mixed,female
45,Age 50 to 54,E14000782,mixed,female
19,Age 55 to 59,E14000782,mixed,female
11,Age 60 to 64,E14000782,mixed,female
10,Age 65 to 69,E14000782,mixed,female
13,Age 70 to 74,E14000782,mixed,female
6,Age 75 to 79,E14000782,mixed,female
5,Age 80 to 84,E14000782,mixed,female
3,Age 85 and over,E14000782,mixed,female
7202,Age 15 and below,E14000782,asian,male
977,Age 16 to 17,E14000782,asian,male
904,Age 18 to 19,E14000782,asian,male
2491,Age 20 to 24,E14000782,asian,male
2846,Age 25 to 29,E14000782,asian,male
2673,Age 30 to 34,E14000782,asian,male
2257,Age 35 to 39,E14000782,asian,male
1930,Age 40 to 44,E14000782,asian,male
1979,Age 45 to 49,E14000782,asian,male
2176,Age 50 to 54,E14000782,asian,male
2055,Age 55 to 59,E14000782,asian,male
1371,Age 60 to 64,E14000782,asian,male
806,Age 65 to 69,E14000782,asian,male
702,Age 70 to 74,E14000782,asian,male
460,Age 75 to 79,E14000782,asian,male
229,Age 80 to 84,E14000782,asian,male
160,Age 85 and over,E14000782,asian,male
6805,Age 15 and below,E14000782,asian,female
908,Age 16 to 17,E14000782,asian,female
759,Age 18 to 19,E14000782,asian,female
2442,Age 20 to 24,E14000782,asian,female
2998,Age 25 to 29,E14000782,asian,female
2549,Age 30 to 34,E14000782,asian,female
2291,Age 35 to 39,E14000782,asian,female
2206,Age 40 to 44,E14000782,asian,female
2153,Age 45 to 49,E14000782,asian,female
